# format_version: 1;
# system_name: Nexus;
# date_time: 2021-01-13T00-00-00Z;
# samples_per_day: 144;
# project_first_level: AIRPORT;
# project_second_level: AD8_PROTOTYPE;
# project_name: GENERAL_DAQ;
# project_version: 0;
# license: Usage policy according to https://onedas.iwes.fraunhofer.de/attachments/AIRPORT_AD8_PROTOTYPE_GENERAL_DAQ/UsageAgreementAdwen.pdf.;
Unix time;M0000_V1;P0420_RotorSpdRaw;M0010_V2;M0020_V3;M0030_V4;M0040_V5;M0050_V6;M0060_Precipitation;M0070_D1;M0100_D4;M0110_D5;M0200_B1;M0210_B2;M0220_T1;
1610523000.00000;12.56;8.506;12.64;11.71;10.94;9.638;7.396;0;255.9;257.6;253.5;991.4;1004;2.074;
1610523600.00000;12.33;8.492;12.43;11.64;10.46;8.854;6.926;0;255.7;256.2;252.7;991.4;1004;2.17;
1610524200.00000;12.07;8.499;12.18;11.03;9.979;8.32;6.557;0;264.7;264.8;260.4;991.4;1004;2.286;
1610524800.00000;12.77;8.5;12.86;11.9;10.88;9.196;7.313;0;260.7;263.9;259.7;991.4;1004;2.435;
1610525400.00000;12.15;8.494;12.25;11.26;10.34;8.405;6.52;0;259.8;261.4;257.7;991.3;1004;2.482;
1610526000.00000;12.63;0.8833;12.73;11.59;10.38;8.716;6.886;0;267.5;266.5;263.2;991.4;1004;2.577;
1610526600.00000;12.68;0.2186;12.81;11.93;10.91;9.167;7.2;0.0003333;268.4;267;264.1;991.4;1004;2.607;
1610527200.00000;11.94;0.1692;12.03;11.26;10.46;8.931;6.841;0;259.1;263.3;259.8;991.3;1004;2.688;
1610527800.00000;10.76;0.1725;10.82;10.13;9.531;8.632;7.26;0;250.4;254.5;250.2;991.3;1004;2.526;
1610528400.00000;11.02;0.185;11.09;10.24;9.37;8.122;6.432;0;252.7;254.8;249.8;991.3;1004;2.467;
1610529000.00000;12.14;0.2469;12.25;11.35;10.44;8.76;6.87;0.0001667;260.1;260.5;256.5;991.3;1004;2.73;
1610529600.00000;12.94;0.2151;13.05;12.11;11.24;9.302;7.418;0;262.6;263.8;260.1;991.2;1004;2.959;
1610530200.00000;12.55;0.2065;12.66;11.69;10.67;8.932;7.061;0;258.6;261.1;257;991.1;1003;3.13;
1610530800.00000;12.92;0.1819;13.05;12.1;11.22;9.982;8.031;0;256.7;261.5;257.7;991.1;1003;3.146;
1610531400.00000;12.67;0.2115;12.79;12.02;11.2;9.906;8.167;0;251.3;254.4;249.9;991;1003;3.041;
1610532000.00000;12.82;0.2186;12.9;12.07;11.41;10.07;8.158;0;252.9;254.6;250.1;990.9;1003;3.195;
1610532600.00000;12.93;0.2519;13.03;12.2;11.57;10.15;8.217;0;260.4;261.1;256.4;990.9;1003;3.625;
1610533200.00000;12.68;0.15;12.76;12.08;11.42;10.06;8.174;0;259.1;263.1;259.5;990.9;1003;3.886;
1610533800.00000;12.4;0.0002233;12.48;11.84;11.19;10.08;8.332;0;254;258.2;253.9;990.9;1003;3.769;
1610534400.00000;13.15;0;13.26;12.53;11.74;10.69;8.96;0;252.9;256;251.3;990.8;1003;3.665;
1610535000.00000;11.32;0.007034;11.41;10.82;10.35;8.899;7.347;0.0001667;257.6;259.7;255.1;990.7;1003;3.33;
1610535600.00000;11.69;0;11.75;11.17;10.41;9.058;7.23;0;256.4;259;254.6;990.5;1003;3.486;
1610536200.00000;12.87;0.001064;12.96;12.34;11.75;10.51;8.625;0;257.7;261.6;257.7;990.4;1003;3.61;
1610536800.00000;13.08;0;13.19;12.62;12.22;10.75;8.893;0;263.4;267.3;263.3;990.3;1002;3.54;
1610537400.00000;12.85;0.001428;12.95;12.18;11.25;9.672;8.023;0;262.4;267.8;263.2;990.1;1002;3.748;
1610538000.00000;12.06;0;12.16;11.35;10.57;9.215;7.45;0;260.7;263.7;260.2;989.9;1002;4.059;
1610538600.00000;12.28;0.1824;12.38;11.41;10.64;9.333;7.581;0;259.7;263.9;259.8;989.8;1002;4.166;
1610539200.00000;12.75;0.367;12.86;12.39;11.92;9.822;8.51;0;270.1;273.3;269.4;989.6;1002;4.118;
1610539800.00000;12.77;0.2398;12.85;12.1;11.2;9.084;7.636;0;267.7;271.1;267.5;989.3;1002;4.239;
1610540400.00000;13.95;0.199;14.08;13;12.09;9.94;8.29;0;266.1;269.2;265.3;989.2;1001;4.288;
1610541000.00000;16.06;0.2237;16.23;15.43;14.2;11.93;10.09;0;272.8;276.9;271.9;989;1001;4.299;
1610541600.00000;15.68;0.2433;15.81;14.7;13.54;11.49;9.829;0;268.4;271.8;268.6;988.9;1001;4.343;
1610542200.00000;14.93;6.242;15.06;14.25;13.66;11.18;9.562;0.00016;269.3;274.4;271.1;988.7;1001;4.362;
1610542800.00000;15.2;8.479;15.33;14.41;13.44;10.93;9.593;0;268.9;272;270.1;988.5;1001;4.582;
1610543400.00000;15.15;8.51;15.27;14.43;13.33;10.77;9.391;0;266.9;270.5;267.7;988.4;1001;4.512;
1610544000.00000;16.18;8.476;16.31;15.11;14.04;11.43;9.631;0;270.2;274.1;271.2;988.2;1001;4.657;
1610544600.00000;17.06;6.608;16.71;15.9;14.47;11.97;10.64;0.00016;284.6;290.6;288.3;988.2;1001;4.702;
1610545200.00000;16.99;0.916;15.37;15.38;13.83;12.05;10.83;0.0003334;301.8;304.5;301.2;988.3;1001;2.317;
1610545800.00000;14.94;0.2304;13.34;13.83;12.29;10.33;9.136;0.0006601;302;305.2;301.8;988.4;1001;2.061;
1610546400.00000;14.68;0.2115;14.03;13.87;12.25;10.69;9.503;0.0001733;299.5;301.7;298.1;988.4;1001;2.16;
1610547000.00000;14.83;0.3768;13.13;13.48;11.74;9.688;8.4;0.0001667;305.4;307.2;303.6;988.4;1001;2.708;
1610547600.00000;15.11;3.029;14.94;14.25;13.18;11.34;10.04;0.00068;319.4;322.2;319.5;988.2;1001;1.885;
1610548200.00000;12.51;8.483;11.74;11.02;9.517;7.844;7.097;0.0001733;304.4;307.4;304.5;988.3;1001;1.463;
1610548800.00000;11.77;1.577;10.93;10.27;8.48;6.797;5.849;0;300.4;303;299.4;988.5;1001;1.974;
1610549400.00000;11.42;0.1738;11.39;10.54;9.074;7.084;6.172;0;296.3;300.2;295.5;988.7;1001;2.305;
1610550000.00000;12.62;0.2055;12.13;11.35;10.23;8.53;7.306;0.0001667;299.3;302.3;299;988.7;1001;2.723;
1610550600.00000;12.77;0.1961;11.54;11.29;9.987;8.349;7.266;0;305.6;306.5;302.6;988.8;1001;3.083;
1610551200.00000;11.64;0.2034;11.7;10.81;9.536;7.82;6.752;0;328.9;325.4;321.3;988.9;1002;3.325;
1610551800.00000;11.93;0.1346;12.02;11.24;10.11;8.636;7.275;0;332.8;336.8;331.1;989;1002;3.378;
1610552400.00000;13.5;0.1385;13.55;12.43;11.02;9.477;8.207;0;324.6;328.8;324.3;989;1002;3.442;
1610553000.00000;13.46;7.843;13.59;12.69;11.51;9.644;7.871;0;335.4;340.5;336.6;989.2;1002;2.859;
1610553600.00000;14.81;5.876;14.92;13.93;12.44;10.38;8.198;0;337.5;341.5;337.3;989.1;1002;2.846;
1610554200.00000;15.66;0.2239;15.8;15.09;13.73;11.48;9.61;0;334.6;338.6;335.9;989.2;1003;2.657;
1610554800.00000;14.28;0.2028;14.39;13.68;12.27;10.15;8.412;0;336.3;338.5;334.7;989.5;1003;2.515;
1610555400.00000;12.16;5.905;12.25;11.71;10.67;8.754;6.66;0;340;343.3;339.6;989.8;1003;2.352;
1610556000.00000;13.39;5.483;13.49;12.89;11.77;9.909;7.7;0;338.8;341.9;338.5;989.7;1003;1.94;
1610556600.00000;12.15;0.1438;12.22;11.62;10.57;8.359;6.264;0;339.5;343.6;341.1;990;1003;1.999;
1610557200.00000;12.34;0.1407;12.44;11.73;10.85;9.106;6.803;0;339.1;343.6;340.2;990.2;1003;1.931;
1610557800.00000;12.42;0.1677;12.52;11.72;10.55;8.889;7.415;0;335.4;337.8;333.1;990.3;1003;1.844;
1610558400.00000;11.49;0.1398;11.56;10.91;9.843;8.157;6.735;0;338.4;343.8;339.6;990.5;1003;1.219;
1610559000.00000;11.12;0.1355;11.21;10.18;9.114;7.387;6.308;0;330.5;333;329.3;990.5;1003;1.255;
1610559600.00000;11.59;0.1626;11.67;10.93;9.688;8.206;6.785;0;334.5;336.8;332.2;990.5;1004;1.065;
1610560200.00000;12.61;0.164;12.69;11.75;10.44;8.464;6.821;0;338.4;340.8;336.8;990.6;1004;1.054;
1610560800.00000;12.31;0.1351;12.39;11.57;10.39;8.388;6.297;0;338.8;342.7;340.6;990.7;1004;1.431;
1610561400.00000;10.44;0.1392;10.51;9.925;8.884;7.415;6.081;0;330.1;337.1;334.3;991;1004;1.616;
1610562000.00000;11.08;0.189;11.16;9.933;8.767;7.393;6.374;0;330.2;328;323.3;991.1;1004;1.717;
1610562600.00000;12.26;0.1968;12.35;11.55;10.51;8.807;7.35;0;342.4;341;336.1;991.2;1004;1.824;
1610563200.00000;11.4;0.1267;11.49;10.62;9.352;7.891;6.573;0;349.6;355.7;352.4;991.4;1004;1.523;
1610563800.00000;11.35;0.1268;11.42;10.23;8.982;7.109;5.638;0;343.1;349.4;346.9;991.5;1004;1.593;
1610564400.00000;11.41;0.1314;11.49;10.6;9.54;8.144;6.332;0;336.6;340.4;336.5;991.5;1004;1.833;
1610565000.00000;10.91;0.1164;10.98;10.08;8.983;7.187;5.507;0;339.4;343;338.9;991.7;1005;1.843;
1610565600.00000;9.886;0.1113;9.956;9.366;8.585;7.183;5.967;0;345.9;351.4;347.7;991.8;1005;1.858;
1610566200.00000;10.01;0.1286;10.05;9.522;8.537;7.075;5.487;0;345.6;349.2;345.8;991.9;1005;1.59;
1610566800.00000;12.24;0.1569;12.33;11.4;10.3;8.627;6.987;0;343.1;348.6;346;991.9;1005;1.159;
1610567400.00000;11.49;0.1882;11.58;10.89;10.01;8.881;7.655;0.0001667;328.4;331.1;326.7;992;1005;0.6067;
1610568000.00000;11.35;0.1777;11.41;10.29;8.916;7.474;6.252;0;337.3;337.5;332.4;992.2;1005;0.6208;
1610568600.00000;11.88;0.157;11.94;10.95;9.869;8.232;6.643;0;355.5;357.5;354.7;992.5;1005;0.6614;
1610569200.00000;10.48;0.1322;10.51;9.593;8.443;6.986;5.988;0;353.8;357.3;352.2;992.6;1005;0.5279;
1610569800.00000;10.79;0.1508;10.84;10.32;9.346;7.394;6.027;0;348;351.8;349.4;992.7;1006;0.7017;
1610570400.00000;11.36;0.1425;11.43;10.45;9.125;7.495;6.315;0;351.6;357;352.8;993;1006;0.7294;
1610571000.00000;10.59;0.125;10.63;9.895;8.829;7.289;6.172;0;351.5;353.8;349.2;993.2;1006;0.7333;
1610571600.00000;10.94;0.1444;10.99;10.23;9.109;7.643;6.23;0;347.9;352.8;349.1;993.4;1006;0.7677;
1610572200.00000;11.37;0.1446;11.45;10.79;9.61;7.881;6.077;0;343.4;348.9;346.8;993.5;1006;0.8619;
1610572800.00000;11.35;0.1529;11.43;10.78;9.701;7.962;6.302;0;341.9;347.8;343.9;993.6;1007;1.039;
1610573400.00000;12.96;0.1597;13.06;12.39;11.1;8.577;6.563;0;343;348.6;346.3;993.6;1007;1.118;
1610574000.00000;13.15;0.1719;13.23;12.43;11.27;9.398;7.572;0;344.5;348.2;344;993.7;1007;1.158;
1610574600.00000;11.54;0.1281;11.62;11.11;10.01;8.152;6.491;0;346.2;349.6;348;994;1007;1.109;
1610575200.00000;12.85;0.1511;12.93;12.45;11.3;9.172;7.045;0;346.5;349.4;347.1;994.1;1007;1.089;
1610575800.00000;13.2;0.1601;13.3;12.61;11.33;9.352;7.405;0;347.3;350.1;347.5;994.2;1007;0.9427;
1610576400.00000;13.6;0.1687;13.67;12.83;11.34;9.498;8.05;0;353.1;355.7;351.5;994.4;1008;0.6929;
1610577000.00000;12.5;0.1552;12.58;11.86;10.49;8.893;7.36;0.0001667;348.5;354.7;350.6;994.6;1008;0.4021;
1610577600.00000;11.63;0.146;11.7;11.09;10.1;8.361;6.482;0;345.8;350.5;347.9;994.9;1008;0.3743;
1610578200.00000;12.49;0.1496;12.56;12.1;11.1;8.901;6.862;0;343.7;348.7;345.7;995;1008;0.4782;
1610578800.00000;12.49;0.1651;12.57;11.66;10.29;8.568;6.769;0;343;348.5;345.9;995.2;1008;0.6468;
1610579400.00000;13.19;0.1696;13.27;12.64;11.51;9.153;7.064;0;343.7;348.3;346.3;995.2;1008;0.7582;
1610580000.00000;13.41;0.1841;13.51;12.77;11.27;9.368;7.789;0;347.3;351.8;348.8;995.4;1009;0.8406;
1610580600.00000;12.52;0.1575;12.59;11.67;10.62;8.955;7.282;0;348.3;353.1;349.8;995.7;1009;0.8523;
1610581200.00000;11.98;0.1549;12.03;11.43;10.09;8.277;6.825;0;350.4;354.8;350.8;995.9;1009;0.8125;
1610581800.00000;12.09;0.1487;12.15;10.93;9.697;8.267;6.992;0;351.6;356.1;352.6;996;1009;0.8574;
1610582400.00000;12.4;0.1553;12.46;11.65;10.25;8.323;7.014;0;352.8;357.2;352.1;996.2;1009;0.9095;
1610583000.00000;12.25;0.1556;12.31;11.65;10.51;8.418;7.005;0;352.8;355.7;353.1;996.2;1009;0.9223;
1610583600.00000;11.56;0.1535;11.62;10.96;10.11;8.063;6.785;0;352.4;357.7;354.1;996.4;1009;0.9235;
1610584200.00000;10.31;0.135;10.38;9.517;8.226;6.957;5.75;0;355.4;359;354.8;996.7;1010;0.903;
1610584800.00000;10.12;0.1371;10.19;8.993;8.013;6.73;5.751;0;355;359.3;354.6;996.9;1010;0.8824;
1610585400.00000;10.25;0.1405;10.3;9.865;8.933;7.696;6.615;0;355;356.3;352;997;1010;0.8815;
1610586000.00000;10.62;0.1418;10.66;9.805;8.439;7.051;6.083;0;350;355.5;349.6;997;1010;0.8842;
1610586600.00000;10.47;0.1299;10.49;10.09;9.111;7.922;6.718;0;350.8;352.6;349.2;997.2;1010;0.8761;
1610587200.00000;11.79;0.1639;11.83;11.27;10.23;8.451;6.597;0;347.2;350.7;347.3;997.2;1010;0.8595;
1610587800.00000;10.48;0.1398;10.55;10.06;9.129;7.559;5.876;0;346.9;350;348.1;997.4;1010;0.8337;
1610588400.00000;10.37;0.145;10.43;10.12;9.435;7.959;6.029;0;343.1;345.8;342.1;997.6;1011;0.7995;
1610589000.00000;10.2;0.1381;10.25;9.778;9.036;7.596;5.789;0;342.6;346;342.7;997.8;1011;0.7775;
1610589600.00000;10.19;0.1334;10.24;9.503;8.389;6.671;5.223;0;345.4;349.4;348.6;997.9;1011;0.759;
1610590200.00000;10.27;0.1477;10.32;9.906;9.119;7.469;5.537;0;345.1;347.8;345.3;997.9;1011;0.8096;
1610590800.00000;10.74;0.1412;10.78;10.01;8.726;7.017;5.403;0;343.6;348.5;344.5;998;1011;0.8326;
1610591400.00000;10.5;0.157;10.54;9.946;9.077;7.545;5.779;0;345.7;346.4;343;998.1;1011;0.839;
1610592000.00000;9.903;0.1307;9.934;9.313;8.216;6.793;5.547;0;348.4;350.9;348.5;998.3;1011;0.8069;
1610592600.00000;10.02;0.1309;10.07;9.313;8.36;6.871;5.53;0;349.2;353.3;349.8;998.5;1011;0.792;
1610593200.00000;9.32;0.1332;9.371;8.837;7.841;6.585;5.25;0;352.2;355.7;351.2;998.6;1012;0.7434;
1610593800.00000;9.795;0.1239;9.837;8.985;7.918;6.597;5.446;0;351.7;353.5;351.3;998.7;1012;0.6915;
1610594400.00000;10.4;0.1406;10.43;9.886;8.822;7.539;6.419;0;352.8;356.6;354.1;998.7;1012;0.7225;
1610595000.00000;9.337;0.1287;9.356;8.62;7.748;6.48;5.711;0;354.2;355.9;352.1;998.9;1012;0.7253;
1610595600.00000;10.19;0.1505;10.25;9.431;8.426;7.071;5.816;0;351.3;354.5;349.8;998.9;1012;0.6876;
1610596200.00000;10.09;0.1444;10.11;9.611;8.747;7.541;6.168;0;353.5;354.4;351.4;999.1;1012;0.6306;
1610596800.00000;9.599;0.1243;9.631;9.099;8.245;6.785;5.656;0;353.7;355;351;999.3;1012;0.5726;
1610597400.00000;9.375;0.1287;9.404;8.908;8.036;6.749;5.76;0;351.4;353.4;350.2;999.4;1012;0.5368;
1610598000.00000;8.964;0.128;9.014;8.343;7.601;6.37;5.591;0;351.5;355.8;352.1;999.5;1012;0.5158;
1610598600.00000;9.004;0.1298;9.051;8.3;7.391;6.065;4.951;0;354.7;359;355.8;999.6;1012;0.4459;
1610599200.00000;9.471;0.1386;9.485;8.691;7.788;6.39;5.373;0;357.7;0.3806;357.4;999.6;1013;0.3603;
1610599800.00000;9.262;0.1285;9.285;8.616;8.067;6.955;5.532;0;0.5662;4.801;360;999.8;1013;0.2947;
1610600400.00000;9.066;0.1324;9.08;8.543;7.819;6.513;5.273;0;1.561;5.499;1.211;1000;1013;0.2766;
1610601000.00000;8.738;0.1401;8.769;8.171;7.635;6.562;5.289;0;3.189;7.117;4.98;1000;1013;0.2693;
1610601600.00000;8.86;0.1314;8.88;8.424;7.795;6.682;5.245;0;5.358;9.177;5.751;1000;1013;0.2674;
1610602200.00000;8.734;0.1287;8.722;8.34;8.074;7.123;5.637;0;5.49;8.87;4.225;1000;1013;0.2835;
1610602800.00000;8.306;0.1238;8.325;7.806;7.286;6.285;4.871;0;8.195;9.715;6.702;1000;1013;0.3082;
1610603400.00000;8.364;0.1307;8.372;7.927;6.958;5.717;4.599;0;7.271;7.351;2.743;1001;1013;0.3215;
1610604000.00000;8.29;0.1231;8.32;7.591;6.781;5.68;4.343;0;8.27;11.5;7.753;1001;1014;0.3155;
1610604600.00000;8.229;0.1251;8.241;7.527;7.062;5.965;4.805;0;11.17;10.99;6.956;1001;1014;0.3236;
1610605200.00000;6.993;0.1168;6.989;6.32;5.709;5.048;3.914;0;11.69;14.22;11.05;1001;1014;0.3725;
1610605800.00000;6.784;0.1242;6.768;6.423;6.051;5.188;4.163;0;15.8;14.22;11.87;1001;1014;0.3767;
1610606400.00000;7.404;0.1121;7.377;6.848;6.187;5.397;4.32;0;16.86;18.52;14.8;1001;1014;0.3465;
1610607000.00000;7.165;0.09722;7.173;6.387;5.761;5.143;4.426;0;18.01;24.54;21.27;1002;1014;0.3067;
1610607600.00000;6.856;0.1096;6.848;6.317;5.759;5.194;4.396;0;17.65;21.67;18.91;1002;1014;0.2603;
1610608200.00000;7.373;0.1113;7.359;6.781;6.133;5.486;4.53;0;18.79;19.81;17.53;1002;1014;0.2258;
1610608800.00000;6.733;0.1236;6.692;6.293;5.968;5.326;4.687;0;18.62;22.1;18.34;1002;1015;0.1807;
1610609400.00000;6.103;0.1061;6.097;5.607;5.207;4.576;3.786;0;20.1;21.98;21.68;1002;1015;0.1259;
1610610000.00000;6.761;0.09684;6.708;6.254;5.748;5.143;4.319;0;20.13;23.81;20.81;1002;1015;0.07701;
1610610600.00000;6.155;0.1048;6.122;5.894;5.4;4.959;4.133;0;19.98;24.26;20;1002;1015;0.03377;
1610611200.00000;6.211;0.09562;6.199;5.741;5.324;4.799;3.943;0;15.06;18.91;16.44;1003;1015;0.001137;
1610611800.00000;5.842;0.1135;5.81;5.82;5.603;5.254;4.287;0;17.66;19.03;15.01;1003;1015;-0.1091;
1610612400.00000;5.688;0.08342;5.684;5.41;5.128;4.71;3.855;0;17.28;18.7;14.95;1003;1015;-0.1706;
1610613000.00000;5.328;0.08804;5.343;4.859;4.55;4.05;3.091;0;13.61;13.57;8.927;1003;1016;-0.2131;
1610613600.00000;5.061;0.09707;5.011;4.717;4.43;4.088;3.282;0;14.16;11.13;7.878;1003;1016;-0.3346;
1610614200.00000;5.736;0.1092;5.71;5.444;5.386;4.881;3.854;0;15.09;15.23;10.84;1003;1016;-0.4028;
1610614800.00000;5.542;3.737;5.502;5.213;4.712;4.368;3.717;0;22.46;21.65;18.25;1003;1016;-0.4419;
1610615400.00000;5.445;1.462;5.418;4.803;4.518;4.317;3.886;0;21.2;27.28;24.25;1003;1016;-0.4505;
1610616000.00000;5.63;2.416;5.581;5.18;5.007;4.534;3.799;0;23.86;26.53;24.11;1003;1016;-0.4791;
1610616600.00000;5.579;0.139;5.53;5.393;5.315;5.012;4.398;0;26.23;24.94;21.81;1004;1016;-0.4701;
1610617200.00000;5.557;0.1121;5.531;5.38;5.165;4.938;4.435;0;22.41;23.16;19;1004;1017;-0.4766;
1610617800.00000;5.979;0.1106;5.947;5.315;5.047;4.366;3.937;0;21.16;24.84;22.13;1004;1017;-0.4182;
1610618400.00000;5.311;0.1083;5.294;4.987;4.895;4.6;3.96;0;25.04;25.55;21.93;1004;1017;-0.3468;
1610619000.00000;5.348;0.1075;5.274;5.047;4.864;4.535;3.948;0;30.09;29.2;24.44;1004;1017;-0.2512;
1610619600.00000;4.789;0.0878;4.78;4.509;4.482;4.244;3.718;0;35.09;33.87;31.68;1004;1017;-0.126;
1610620200.00000;4.221;0.08712;4.198;4.161;3.973;3.673;3.024;0;30.95;33.03;29.12;1004;1017;-0.02351;
1610620800.00000;5.112;0.08054;5.08;4.921;5.058;4.703;4.087;0;29.65;25.61;22.17;1004;1017;-0.01961;
1610621400.00000;5.072;0.08904;5.01;4.932;4.953;4.336;3.617;0;29.38;27.57;26.73;1004;1017;-0.02176;
