# format_version: 1;
# system_name: Nexus;
# date_time: 2021-01-13T00-00-00Z;
# samples_per_day: 144;
# project_first_level: AIRPORT;
# project_second_level: AD8_PROTOTYPE;
# project_name: GENERAL_DAQ;
# project_version: 0;
# license: Usage policy according to https://onedas.iwes.fraunhofer.de/attachments/AIRPORT_AD8_PROTOTYPE_GENERAL_DAQ/UsageAgreementAdwen.pdf.;
Unix time;M0000_V1;P0420_RotorSpdRaw;M0010_V2;M0020_V3;M0030_V4;M0040_V5;M0050_V6;M0060_Precipitation;M0070_D1;M0100_D4;M0110_D5;M0200_B1;M0210_B2;M0220_T1;
1610622000.00000;4.503;0.1041;4.505;4.688;4.841;4.27;3.575;0;32.73;34.45;32.55;1004;1017;0.05316;
1610622600.00000;5.672;0.08734;5.678;5.521;5.489;5.117;4.494;0;31.15;45.18;45.15;1004;1017;0.1047;
1610623200.00000;4.682;0.07503;4.642;4.5;4.462;4.247;3.853;0;33.5;42.17;39.32;1004;1017;0.1604;
1610623800.00000;4.43;0.06982;4.417;4.019;3.829;3.676;3.166;0;35.54;42.71;42.94;1004;1017;0.2454;
1610624400.00000;4.907;0.07891;4.877;4.766;4.729;4.47;3.996;0;41.2;48.21;46.45;1004;1017;0.383;
1610625000.00000;5.185;0.06598;5.147;4.815;4.441;4.235;3.693;0;41.07;43.79;42.92;1004;1017;0.5618;
1610625600.00000;5.498;0.07262;5.464;5.161;4.793;4.48;3.943;0;34.83;38.65;34.24;1004;1017;0.6583;
1610626200.00000;5.763;0.08118;5.733;5.467;5.175;4.918;4.28;0;35.34;41.45;39.79;1004;1017;0.7115;
1610626800.00000;4.898;0.08176;4.894;4.642;4.6;4.471;4.068;0;31.64;35.9;33.85;1004;1017;0.7896;
1610627400.00000;5.489;0.06431;5.446;5.191;4.907;4.416;3.9;0;30.07;31.43;28.21;1004;1017;0.7474;
1610628000.00000;4.01;0.09517;4.004;4.139;4.266;4.042;3.519;0;22.38;22.52;18.92;1004;1017;0.7701;
1610628600.00000;4.385;0.08582;4.35;4.396;4.49;4.038;3.434;0;26.8;29.29;26.92;1004;1017;0.7598;
1610629200.00000;4.523;0.03902;4.488;4.07;3.987;4.085;3.612;0;26.03;37.23;35.31;1004;1017;0.7192;
1610629800.00000;4.166;0.07879;4.125;4.303;4.443;4.205;3.598;0;25.01;26.01;22.58;1004;1017;0.6641;
1610630400.00000;4.474;0.07465;4.447;4.314;4.107;3.791;3.211;0;20.03;22.68;22.02;1004;1017;0.5662;
1610631000.00000;3.484;0.05524;3.437;3.555;3.735;3.494;2.921;0;31.4;27.68;22.82;1004;1017;0.615;
1610631600.00000;4.075;0.05757;4.029;4.103;4.06;3.977;3.609;0;26.3;30.02;26.01;1004;1017;0.6236;
1610632200.00000;4.658;0.06766;4.645;4.59;4.542;4.334;3.653;0;18.66;26.35;25.78;1004;1017;0.531;
1610632800.00000;4.738;0.07261;4.712;4.657;4.506;4.223;3.401;0;12.07;15.61;13.6;1004;1017;0.4804;
1610633400.00000;4.158;0.07513;4.143;3.94;3.841;3.485;2.735;0;11.97;16.67;14.4;1004;1017;0.4904;
1610634000.00000;3.737;0.05448;3.712;3.554;3.501;3.27;2.548;0;13.24;13.69;9.609;1005;1017;0.4663;
1610634600.00000;3.153;0.02748;3.13;2.994;2.754;2.376;1.88;0;3.839;9.784;3.593;1005;1017;0.4649;
1610635200.00000;3.133;0.07864;3.095;2.966;2.757;2.416;1.966;0;1.046;350.5;346.4;1005;1017;0.5457;
1610635800.00000;3.906;0.07704;3.874;3.673;3.59;2.944;2.369;0;15.04;8.813;2.045;1005;1017;0.6251;
1610636400.00000;3.443;0.05884;3.405;3.437;3.53;3.177;2.627;0;17.82;13.96;9.222;1005;1018;0.5994;
1610637000.00000;4.052;0.06383;4.023;4.015;3.981;3.599;2.933;0;12.28;14.33;9.925;1005;1018;0.5009;
1610637600.00000;4.273;0.04714;4.252;4.056;3.904;3.607;3.11;0;4.99;9.868;6.804;1005;1018;0.4023;
1610638200.00000;4.282;0.0513;4.275;4.152;4.067;3.731;3.013;0;359.3;8.875;5.132;1005;1018;0.3463;
1610638800.00000;4.373;0.0462;4.355;4.15;3.957;3.369;2.793;0;11.1;15.85;14.24;1005;1018;0.3319;
1610639400.00000;4.499;0.05986;4.444;4.314;4.17;3.671;3.016;0;19.72;20.69;18.72;1005;1018;0.2601;
1610640000.00000;5.27;0.0707;5.231;5.084;5.049;4.559;3.738;0;14.56;21.4;19.78;1005;1018;0.2012;
1610640600.00000;5.373;0.05735;5.362;5.213;5.12;4.805;3.96;0;19.45;24.19;21.75;1005;1018;0.1368;
1610641200.00000;5.387;0.07056;5.353;5.145;5.055;4.993;4.368;0;19;25.57;23.21;1005;1018;0.1197;
1610641800.00000;5.605;0.08783;5.555;5.373;5.074;4.668;3.985;0;15.36;21.24;17.82;1005;1018;0.08185;
1610642400.00000;5.424;0.08007;5.383;5.264;5.065;4.759;4.115;0;17.99;21.14;16.95;1005;1018;0.07167;
1610643000.00000;4.886;0.06586;4.848;4.587;4.458;4.146;3.509;0;16.69;21.97;19.77;1005;1018;0.07936;
1610643600.00000;4.731;0.05455;4.725;4.355;3.973;3.702;3.246;0;18.56;24.07;22.18;1005;1018;0.06105;
1610644200.00000;4.355;0.05799;4.333;4.077;3.853;3.598;3.21;0;15.57;24.86;22.33;1005;1018;0.06512;
1610644800.00000;3.845;0.05932;3.818;3.534;3.286;2.973;2.495;0;15.99;23.34;19.84;1005;1018;0.05828;
1610645400.00000;3.43;0.04964;3.389;3.393;3.451;3.132;2.467;0;20.37;20.8;18.55;1005;1018;0.0633;
1610646000.00000;4.15;0.05494;4.076;4.058;3.759;3.423;2.829;0;23.54;25.18;23.33;1005;1018;0.04282;
1610646600.00000;3.991;0.06105;3.931;3.858;3.727;3.562;3.161;0;28.69;26.4;24.15;1005;1018;0.0123;
1610647200.00000;3.624;0.03841;3.575;3.207;3.134;2.965;2.602;0;32.01;23.72;19.95;1005;1018;0.0355;
1610647800.00000;3.477;0.06032;3.474;3.188;3.095;2.812;2.431;0;36.07;37.2;33.46;1005;1018;0.05343;
1610648400.00000;4.489;0.03485;4.435;3.974;3.413;2.811;2.37;0;31.14;35.1;31.29;1005;1018;0.03422;
1610649000.00000;4.229;0.06747;4.185;3.714;3.462;3.054;2.761;0;37.44;44.27;41.79;1005;1018;0.0007719;
1610649600.00000;4.83;0.03472;4.813;4.17;3.593;3.301;3.035;0;30.05;36.33;33.48;1005;1018;-0.01695;
1610650200.00000;4.979;0.07953;4.891;4.222;3.488;2.926;2.553;0;34.44;37.4;33.48;1006;1018;-0.003309;
1610650800.00000;4.566;0.04752;4.548;4.227;3.853;3.406;2.985;0;35.52;45.61;45.63;1006;1018;0.002234;
1610651400.00000;4.459;0.07705;4.412;3.838;3.627;3.44;2.991;0;28.46;30.08;27.91;1005;1018;0.01436;
1610652000.00000;4.406;0.08616;4.378;3.989;3.605;3.207;2.782;0;26.44;24.98;21.97;1006;1018;0.03812;
1610652600.00000;4.324;0.08853;4.258;3.853;3.586;2.967;2.476;0;29.51;29.3;29.59;1006;1018;0.09526;
1610653200.00000;3.603;0.023;3.561;3.323;2.993;2.587;2.376;0;44.06;55.98;53.6;1006;1018;0.08502;
1610653800.00000;3.966;0.04864;3.901;3.431;3.113;2.731;2.448;0;40.1;55.74;50.85;1006;1018;0.05935;
1610654400.00000;4.421;0.05989;4.391;3.885;3.346;2.748;2.392;0;30.77;45.15;41.33;1006;1018;0.06684;
1610655000.00000;4.574;0.08794;4.559;3.878;3.381;2.898;2.596;0;28.44;28.9;25.2;1006;1019;0.0775;
1610655600.00000;4.261;0.07421;4.235;3.676;3.537;3.21;2.734;0;33.34;35.19;32.48;1006;1019;0.1034;
1610656200.00000;4.905;0.05414;4.857;4.125;3.722;3.645;3.209;0;31.75;40.17;36.14;1006;1019;0.08867;
1610656800.00000;5.204;0.07843;5.179;4.59;4.1;3.813;3.399;0;34.52;40.62;38.11;1006;1019;0.123;
1610657400.00000;5.392;0.05594;5.369;4.905;4.482;3.919;3.5;0;35.82;45.17;43.24;1006;1019;0.1055;
1610658000.00000;5.357;0.02565;5.307;4.672;4.132;3.781;3.302;0;34.18;46.01;45.18;1006;1019;0.05294;
1610658600.00000;6.053;0.09295;5.995;5.157;4.421;3.682;3.081;0;32.85;37.99;35.53;1006;1019;0.07786;
1610659200.00000;5.364;0.09678;5.334;4.59;4.14;3.895;3.365;0;33.57;41.89;38;1006;1019;0.08849;
1610659800.00000;5.891;0.1104;5.833;5.141;4.487;3.843;3.334;0;31.89;33.66;28.67;1006;1019;0.2089;
1610660400.00000;5.131;0.1251;5.1;4.097;3.663;3.269;3.033;0;32.57;33.82;29.42;1006;1019;0.2297;
1610661000.00000;6.327;0.127;6.281;5.249;4.192;3.294;2.781;0;36.16;37.88;35.37;1006;1019;0.3337;
1610661600.00000;5.856;0.127;5.835;4.746;3.832;3.463;3.032;0;33.53;31.73;28.18;1006;1019;0.3718;
1610662200.00000;5.819;0.1152;5.788;4.814;4.218;3.613;3.216;0;32.7;32.3;27.88;1006;1019;0.3799;
1610662800.00000;5.582;0.09134;5.549;4.697;3.796;3.276;2.845;0;33.17;33.82;30.28;1007;1019;0.3493;
1610663400.00000;4.781;0.0689;4.759;3.985;3.57;3.21;2.808;0;30.63;35.07;32.33;1007;1019;0.2893;
1610664000.00000;4.872;0.08223;4.801;3.978;3.481;3.164;2.854;0;33.6;31.41;26.9;1007;1019;0.246;
1610664600.00000;4.765;0.07187;4.712;3.853;3.237;2.941;2.703;0;32.89;33.84;26.66;1007;1019;0.2341;
1610665200.00000;4.644;0.05433;4.584;4.041;3.464;3.158;2.859;0;31;29.79;24.46;1007;1019;0.2364;
1610665800.00000;5.045;0.08692;5.025;4.205;3.595;2.974;2.656;0;31.75;30.56;26.21;1007;1019;0.25;
1610666400.00000;4.433;0.08037;4.348;3.948;3.541;3.181;2.741;0;31.15;28.66;25.75;1007;1020;0.2904;
1610667000.00000;4.494;0.08881;4.441;3.73;3.318;2.852;2.483;0;31.01;29.93;26.63;1007;1020;0.2693;
1610667600.00000;4.696;0.1057;4.648;3.937;3.368;3.177;2.863;0;33.71;28.62;20.91;1007;1020;0.2924;
1610668200.00000;4.301;0.07866;4.277;3.683;3.273;2.905;2.4;0;28.06;25.04;22.73;1007;1020;0.3434;
1610668800.00000;4.735;0.111;4.706;4.051;3.587;3.146;2.754;0;27.72;27.2;24.7;1007;1020;0.2951;
1610669400.00000;5.187;0.08024;5.126;4.409;3.733;3.308;2.807;0;28.1;26.01;22.93;1007;1020;0.4119;
1610670000.00000;5.05;0.0977;5.016;4.587;4.089;3.609;3.023;0;25.92;24.33;22.58;1007;1020;0.4409;
1610670600.00000;5.049;0.08276;5.012;4.439;3.854;3.412;2.907;0;26.28;27.18;23.45;1007;1020;0.3413;
1610671200.00000;4.817;0.09758;4.797;4.283;3.884;3.42;2.984;0;23.29;25.85;22.8;1007;1020;0.3315;
1610671800.00000;4.855;0.08089;4.827;4.366;3.957;3.586;3.147;0;20.3;23.69;21.85;1007;1020;0.2269;
1610672400.00000;4.993;0.09617;4.956;4.436;3.945;3.368;2.752;0;17.09;20.39;16.26;1007;1020;0.3017;
1610673000.00000;5.061;0.07622;5.054;4.481;4.084;3.746;3.136;0;16.07;19.68;17.71;1007;1020;0.2321;
1610673600.00000;5.153;0.09346;5.132;4.897;4.645;4.255;3.485;0;18.13;20.44;16.3;1007;1020;0.1771;
1610674200.00000;5.15;0.09086;5.132;4.63;4.27;3.757;3.249;0;18.67;22.55;18.87;1007;1020;0.1756;
1610674800.00000;4.994;0.09037;4.974;4.382;3.856;3.334;2.802;0;18.99;22.21;18.09;1007;1020;0.1467;
1610675400.00000;4.663;0.09571;4.654;4.259;3.968;3.501;3.186;0;16.57;25.28;22.7;1007;1020;0.1316;
1610676000.00000;5.069;0.09946;5.041;4.472;4.046;3.698;3.188;0;22.21;26.39;23.13;1007;1020;0.1244;
1610676600.00000;4.666;0.08562;4.629;4.058;3.796;3.166;2.835;0;22.5;27.7;24.28;1007;1020;0.09152;
1610677200.00000;4.778;0.09689;4.727;4.339;3.988;3.645;3.083;0;22.43;25.07;22.43;1007;1020;0.07553;
1610677800.00000;5.067;0.1039;5.05;4.54;4.117;3.657;3.047;0;20.67;22.09;19.73;1007;1020;0.06281;
1610678400.00000;4.983;0.09582;4.943;4.539;4.351;4.012;3.102;0;16.39;15.53;12.87;1007;1020;0.05868;
1610679000.00000;5.405;0.09782;5.368;5.017;4.59;4.107;3.205;0;14.66;15.72;12.05;1007;1020;0.03861;
1610679600.00000;5.001;0.08445;5.011;4.608;4.176;3.7;3.036;0;15.25;20.1;17.95;1007;1020;0.03563;
1610680200.00000;5.202;0.09778;5.151;4.899;4.535;4.238;3.308;0;15.38;16.19;14;1007;1020;0.01853;
1610680800.00000;5.042;0.08603;4.998;4.744;4.604;3.989;3.127;0;13.55;13.46;11.83;1007;1020;0.004898;
1610681400.00000;4.391;0.08006;4.362;4.069;3.836;3.338;2.817;0;16.72;14.91;8.894;1007;1020;-0.006212;
1610682000.00000;4.23;0.07985;4.199;3.908;3.787;3.508;2.746;0;11.79;7.577;2.75;1008;1020;0.003108;
1610682600.00000;5.03;0.07676;4.998;4.68;4.456;4.072;3.313;0;10.27;15.96;12.16;1008;1020;-0.06115;
1610683200.00000;4.551;0.08469;4.54;4.359;4.08;3.547;2.795;0;14.6;14.81;10.18;1008;1020;-0.09231;
1610683800.00000;4.499;0.0544;4.478;4.236;4.081;3.624;3.067;0;13.51;16.4;13.71;1008;1021;-0.0851;
1610684400.00000;4.05;0.08022;4.008;3.94;3.851;3.324;2.654;0;11.73;13.01;8.889;1008;1021;-0.1033;
1610685000.00000;4.429;0.07711;4.412;4.474;4.414;4.135;3.187;0;13.76;13.75;9.377;1008;1021;-0.1338;
1610685600.00000;4.637;0.06266;4.609;4.401;4.196;3.985;3.277;0;13.28;18.26;15.39;1008;1021;-0.1611;
1610686200.00000;4.772;0.06461;4.719;4.365;4.155;3.487;2.823;0;14.26;17.15;14.7;1008;1021;-0.1578;
1610686800.00000;5.007;0.07265;5;4.769;4.709;4.35;3.595;0;16.14;21.42;17.78;1008;1021;-0.2004;
1610687400.00000;4.864;0.05092;4.844;4.658;4.582;4.154;3.445;0;14.96;20.01;17.34;1008;1021;-0.2401;
1610688000.00000;3.945;0.06775;3.917;3.711;3.487;3.031;2.307;0;12.41;22.62;19.27;1008;1021;-0.2317;
1610688600.00000;3.621;0.0622;3.613;3.523;3.331;2.841;2.17;0;7.037;6.966;2.295;1008;1021;-0.2297;
1610689200.00000;3.292;0.03465;3.271;3.125;3.157;3.049;2.449;0;17.2;22.21;18.22;1008;1021;-0.2298;
1610689800.00000;3.492;-0.0175;3.464;2.976;2.549;2.191;2.069;0;39.87;50.65;47.86;1008;1021;-0.2442;
1610690400.00000;3.271;0.009195;3.213;3.023;2.925;2.641;2.324;0;27.23;34.68;31.75;1008;1021;-0.2409;
1610691000.00000;3.966;0.02752;3.951;3.611;3.498;3.197;2.663;0;14.19;21.44;18.32;1008;1021;-0.2842;
1610691600.00000;3.875;0.07261;3.838;3.721;3.608;3.238;2.606;0;5.113;7.887;3.849;1008;1021;-0.2718;
1610692200.00000;4.436;0.06886;4.4;4.289;4.169;4.008;3.199;0;6.303;8.102;5.664;1008;1021;-0.2954;
1610692800.00000;5.737;0.08933;5.72;5.396;5.114;4.417;3.58;0;6.279;6.32;4.28;1009;1021;-0.3682;
1610693400.00000;6.178;0.07102;6.165;5.744;5.398;4.909;4.3;0;16.74;23.63;21.51;1009;1021;-0.4495;
1610694000.00000;5.785;0.05722;5.727;5.412;4.956;4.484;3.989;0;40.85;48.12;44.21;1009;1021;-0.4608;
1610694600.00000;5.192;0.05037;5.169;4.926;4.585;4.581;4.157;0;32.35;45.54;44.5;1009;1021;-0.6147;
1610695200.00000;5.195;0.05787;5.157;4.536;4.012;3.312;2.919;0;29.35;36.85;31.67;1009;1021;-0.6932;
1610695800.00000;5.197;0.01745;5.173;4.766;4.57;4.274;3.852;0;37.06;44.03;40.05;1009;1021;-0.7416;
1610696400.00000;4.96;0.02894;4.924;4.723;4.427;4.201;3.782;0;31.99;43.7;43.03;1009;1022;-0.8019;
1610697000.00000;4.736;0.000261;4.717;4.444;4.241;3.898;3.478;0;28.13;35.18;28.57;1009;1022;-0.8437;
1610697600.00000;5.39;0;5.326;5.073;4.833;4.382;3.708;0;22.95;27.29;23.68;1009;1022;-0.867;
1610698200.00000;7.124;0;7.115;7.055;6.51;5.637;4.86;0;19.83;24.5;20.74;1009;1022;-0.904;
1610698800.00000;8.062;0;8.033;7.733;7.503;6.942;5.88;0;23.48;26.44;23.68;1009;1022;-0.9718;
1610699400.00000;7.667;0;7.643;7.437;7.155;6.399;5.479;0;20.54;26.4;22.83;1010;1022;-1.017;
1610700000.00000;6.752;0;6.724;6.446;5.909;5.301;4.447;0;22.21;32.67;29.88;1010;1022;-1.039;
1610700600.00000;7.275;0;7.217;7.033;6.78;6.227;5.306;0;25.95;22.2;19.69;1010;1022;-1.028;
1610701200.00000;7.571;0;7.543;7.306;6.998;6.291;5.43;0;21.24;26.61;23.6;1010;1023;-1.04;
1610701800.00000;6.65;0;6.612;6.3;5.846;5.227;4.253;0;19.16;23.91;22.82;1010;1023;-1.037;
1610702400.00000;5.259;0;5.276;5.213;5.074;4.433;3.672;0;13.73;19.95;18.39;1010;1023;-0.9995;
1610703000.00000;5.631;0;5.607;5.43;5.286;5.088;4.244;0;13.01;16.25;13.88;1010;1023;-0.9629;
1610703600.00000;5.65;0;5.64;5.43;5.225;4.951;4.188;0;12.55;16.04;11.34;1010;1023;-0.9409;
1610704200.00000;5.002;0;4.965;4.729;4.765;4.231;3.602;0;20.74;19.25;15.68;1010;1023;-0.8997;
1610704800.00000;5.324;0;5.301;5.162;4.908;4.101;3.293;0;13.89;14.05;12.92;1010;1023;-0.8602;
1610705400.00000;5.867;0;5.829;5.541;5.277;4.672;3.765;0;11.8;14.38;12.08;1010;1023;-0.827;
1610706000.00000;5.332;0;5.335;5.312;5.155;4.648;3.872;0;8.952;7.3;4.321;1010;1023;-0.8332;
1610706600.00000;5.53;0;5.506;5.52;5.534;5.03;4.143;0;8.379;7.511;3.552;1010;1023;-0.8461;
1610707200.00000;6.082;0;6.066;5.791;5.624;5.21;3.899;0;10.12;15.74;12.68;1010;1023;-0.8109;
1610707800.00000;5.127;0;5.126;4.99;4.906;4.439;3.651;0;0.5121;10.74;7.236;1010;1023;-0.33;
1610708400.00000;4.862;0;4.868;4.794;4.831;4.273;3.618;0;2.473;4.854;0.931;1010;1023;-0.2407;
1610709000.00000;4.572;0;4.545;4.479;4.292;3.932;3.274;0;10.48;15.85;14.01;1010;1023;-0.3472;
1610709600.00000;4.429;0;4.409;4.316;4.337;3.948;3.353;0;6.343;21.02;20.98;1010;1023;-0.3355;
1610710200.00000;4.715;0;4.717;4.472;4.409;4.151;3.454;0;20.73;27.8;25.4;1010;1023;-0.488;
1610710800.00000;4.47;0;4.449;4.475;4.604;4.17;3.61;0;18.84;26.99;23.87;1010;1023;-0.5684;
1610711400.00000;4.805;0;4.743;4.534;4.354;3.91;3.584;0;40.16;47.77;47.12;1010;1023;-0.4921;
1610712000.00000;4.875;0;4.826;4.803;4.635;4.324;3.766;0;20.4;22.16;19.87;1010;1023;-0.5592;
1610712600.00000;4.382;0;4.375;4.263;4.114;3.628;3.061;0;16.59;21.85;21.73;1010;1023;-0.3997;
1610713200.00000;4.844;0;4.813;5.061;5.084;4.861;4.173;0;20.49;24.43;21.12;1010;1023;-0.3365;
1610713800.00000;4.616;0.002403;4.571;4.647;4.716;4.436;3.733;0;24.21;24.26;22.3;1010;1023;-0.4817;
1610714400.00000;4.516;0.0001754;4.484;4.518;4.466;4.352;3.938;0;19.74;24.56;21.04;1010;1023;-0.5369;
1610715000.00000;4.067;0.001441;4.018;4.164;4.064;3.668;3.053;0;17.15;21.98;19.62;1010;1023;-0.7278;
1610715600.00000;4.001;0;3.954;3.797;3.722;3.583;3.237;0;25.14;31.39;28.28;1010;1023;-0.6908;
1610716200.00000;3.663;0;3.638;3.515;3.363;3.081;2.76;0;18.29;25.3;20.44;1010;1023;-0.681;
1610716800.00000;3.646;0;3.629;3.528;3.444;3.113;2.731;0;23.85;24.76;24.73;1010;1023;-0.6148;
1610717400.00000;3.999;0.009278;3.984;3.892;3.88;3.714;3.238;0;23.54;28.82;26.86;1010;1023;-0.6878;
1610718000.00000;3.977;0.0002855;3.967;3.874;3.865;3.666;3.139;0;9.107;16.62;13.4;1010;1023;-0.7052;
1610718600.00000;5.136;0;5.134;4.894;4.644;4.338;3.636;0;348.6;351.2;344.8;1010;1023;-0.7427;
1610719200.00000;5.249;0;5.232;4.998;4.753;4.199;3.62;0;351.6;354.8;350.8;1011;1024;-0.8266;
1610719800.00000;5.565;0;5.571;5.525;5.328;4.491;3.862;0;355.1;359.3;354.3;1011;1024;-0.9006;
1610720400.00000;5.704;0;5.716;5.459;4.831;4.352;3.688;0;353.8;358;354;1011;1024;-0.9231;
1610721000.00000;5.472;0;5.449;5.347;5.193;4.427;3.731;0;359.2;356.8;352.3;1011;1024;-0.9254;
1610721600.00000;5.578;0.009777;5.542;5.476;5.387;4.926;3.9;0;5.649;11.57;9.041;1011;1024;-0.9758;
1610722200.00000;4.504;0.01236;4.498;4.23;4.017;3.655;3.204;0;1.914;5.572;2.391;1011;1024;-0.9958;
1610722800.00000;4.651;0.06576;4.618;4.63;4.465;3.958;3.345;0;9.352;9.537;7.244;1011;1024;-0.9832;
1610723400.00000;4.265;0.09009;4.233;4.213;4.129;3.645;3.169;0;10.16;7.303;3.1;1011;1024;-1.047;
1610724000.00000;3.77;0.0643;3.766;3.675;3.59;3.473;3.06;0;10.39;15.77;12.16;1011;1024;-1.023;
1610724600.00000;3.821;0.06875;3.786;3.442;3.253;2.971;2.464;0;7.639;17.51;15.95;1011;1024;-1.031;
1610725200.00000;4.757;0.08719;4.731;4.677;4.437;3.964;3.275;0;3.788;6.702;1.598;1011;1024;-1.079;
1610725800.00000;4.047;0.006541;4.014;3.782;3.71;3.548;2.845;0;11.33;21.02;17.99;1011;1024;-1.163;
1610726400.00000;3.165;0.006706;3.164;3.208;3.108;2.793;2.407;0;5.682;15.75;14.1;1011;1024;-1.108;
1610727000.00000;3.957;0.08464;3.921;3.851;3.594;3.112;2.684;0;0.5132;4.197;357.7;1011;1024;-1.114;
1610727600.00000;4.517;0.009465;4.483;4.556;4.546;4.055;3.378;0;358.9;359.1;354.7;1011;1024;-1.191;
1610728200.00000;4.414;0.08679;4.39;4.38;4.289;3.855;2.855;0;357.8;355.6;349.8;1011;1024;-1.202;
1610728800.00000;3.863;0.06881;3.832;3.888;3.702;3.199;2.707;0;5.121;5.129;1.288;1011;1024;-1.185;
1610729400.00000;3.686;0.008772;3.671;3.667;3.479;3.21;2.624;0;4.176;7.78;4.906;1011;1024;-1.187;
1610730000.00000;3.743;0.01887;3.69;3.623;3.428;3.246;2.685;0;12.7;11.93;6.032;1011;1024;-1.22;
1610730600.00000;3.264;0.01112;3.235;3.265;3.011;2.87;2.362;0;16.67;18.54;15.66;1011;1024;-1.241;
1610731200.00000;2.918;0.006064;2.865;2.727;2.684;2.526;2.182;0;12.74;23.93;17.56;1012;1024;-1.233;
1610731800.00000;3.698;0.08263;3.661;3.563;3.422;3.16;2.727;0;0.8755;4.944;1.913;1012;1024;-1.237;
1610732400.00000;3.528;0.06244;3.489;3.622;3.573;3.341;2.708;0;7.294;6.243;2.389;1012;1024;-1.256;
1610733000.00000;2.919;0.001154;2.885;2.876;2.956;2.605;2.118;0;9.308;12.05;6.305;1012;1025;-1.25;
1610733600.00000;2.34;0.000471;2.327;2.19;2.248;2.087;1.659;0;7.513;11.88;6.375;1012;1025;-1.245;
1610734200.00000;2.968;0.003716;2.94;2.973;2.797;2.406;1.972;0;13.22;21.14;18.33;1012;1024;-1.263;
1610734800.00000;2.972;0.0004008;2.921;2.939;2.8;2.484;2.146;0;33.04;39.17;35.29;1012;1024;-1.323;
1610735400.00000;2.365;0.002564;2.342;2.262;2.166;1.907;1.805;0;36.64;54.92;54.33;1012;1025;-1.353;
1610736000.00000;2.289;3.145E-05;2.234;2.322;2.364;2.286;2.091;0;34.56;59.01;56.73;1012;1025;-1.405;
1610736600.00000;2.262;-0.0001364;2.234;2.335;2.467;2.314;2.166;0;32.52;52.93;53.17;1012;1025;-1.428;
1610737200.00000;2.618;0.00162;2.579;2.538;2.471;2.304;2.163;0;39.94;56.23;54.2;1012;1025;-1.486;
1610737800.00000;2.559;-0.001074;2.516;2.544;2.509;2.274;2.029;0;45.24;55.89;54.96;1012;1025;-1.553;
1610738400.00000;2.301;0.0001087;2.267;2.312;2.182;2.005;1.901;0;30.04;54.95;53.75;1012;1025;-1.569;
1610739000.00000;2.013;0;1.989;2.02;1.9;1.715;1.52;0;20.67;36.09;29.04;1012;1024;-1.564;
1610739600.00000;2.447;0;2.415;2.411;2.272;2.141;1.859;0;17.01;28.05;25.45;1012;1025;-1.595;
1610740200.00000;1.875;0.0004478;1.852;1.749;1.931;2.058;1.856;0;16.62;36.08;31.15;1012;1025;-1.574;
1610740800.00000;2.293;0.00572;2.243;2.225;2.308;2.146;1.781;0;27.08;27.18;25.59;1012;1025;-1.588;
1610741400.00000;1.793;7.674E-05;1.748;1.688;1.632;1.497;1.291;0;28.17;38.45;31.14;1012;1025;-1.593;
1610742000.00000;2.494;0;2.45;2.213;2.104;2.019;1.757;0;22.51;30.48;26.27;1012;1025;-1.624;
1610742600.00000;2.396;0.0001355;2.361;2.364;2.1;1.927;1.621;0;22.83;30.1;29.35;1012;1025;-1.65;
1610743200.00000;2.23;-4.582E-05;2.183;2.095;1.883;1.623;1.515;0;24.67;39.15;37.18;1012;1025;-1.653;
1610743800.00000;1.761;0.0003316;1.721;1.6;1.588;1.346;1.117;0;16.85;35.46;33.5;1012;1025;-1.631;
1610744400.00000;1.965;0;1.925;1.776;1.657;1.56;1.32;0;355.4;6.806;3.525;1012;1025;-1.624;
1610745000.00000;1.224;0;1.175;1.113;0.9454;0.9006;0.7926;0;352.3;335.2;325.2;1012;1025;-1.58;
1610745600.00000;2.152;0;2.11;1.978;1.804;1.479;1.082;0;345.6;341.9;330.5;1012;1025;-1.566;
1610746200.00000;1.871;0.0008389;1.822;1.776;1.708;1.637;1.374;0;3.735;355;346.5;1012;1025;-1.547;
1610746800.00000;2.317;0;2.295;2.169;2.087;1.719;1.521;0;352.9;2.295;359.4;1012;1025;-1.56;
1610747400.00000;2.352;7.145E-05;2.305;2.17;2.171;2.05;1.628;0;351.9;355.9;351.4;1012;1025;-1.557;
1610748000.00000;2.878;0;2.844;2.778;2.585;2.226;1.733;0;351.4;355.2;350.4;1012;1025;-1.548;
1610748600.00000;2.942;0.005587;2.887;3.031;2.961;2.681;2.281;0;13.61;18.86;15.26;1012;1025;-1.564;
1610749200.00000;2.677;0.009197;2.639;2.669;2.697;2.62;2.222;0;8.707;9.989;4.677;1012;1025;-1.598;
1610749800.00000;2.783;0.001629;2.736;2.717;2.662;2.449;1.92;0;1.262;6.409;1.075;1012;1025;-1.629;
1610750400.00000;2.029;0;1.998;1.982;2.018;1.992;1.793;0;344.7;344.5;340;1012;1025;-1.646;
1610751000.00000;1.664;0;1.615;1.719;1.74;1.741;1.483;0;7.823;9.705;1.992;1012;1025;-1.672;
1610751600.00000;1.486;-0.002551;1.418;1.549;1.493;1.405;1.307;0;40.16;42.73;34.7;1012;1025;-1.686;
1610752200.00000;1.699;0.0003356;1.641;1.761;1.84;1.858;1.828;0;50.56;57.65;54.46;1012;1025;-1.768;
