# format_version: 1;
# system_name: Nexus;
# date_time: 2021-09-13T00-00-00Z;
# samples_per_day: 144;
# project_first_level: AIRPORT;
# project_second_level: AD8_PROTOTYPE;
# project_name: GENERAL_DAQ;
# project_version: 0;
# license: Usage policy according to https://onedas.iwes.fraunhofer.de/attachments/AIRPORT_AD8_PROTOTYPE_GENERAL_DAQ/UsageAgreementAdwen.pdf.;
Unix time;M0000_V1;P0420_RotorSpdRaw;M0010_V2;M0020_V3;M0030_V4;M0040_V5;M0050_V6;M0060_Precipitation;M0070_D1;M0100_D4;M0110_D5;M0200_B1;M0210_B2;M0220_T1;
-;600 s_mean;600 s_mean;600 s_mean;600 s_mean;600 s_mean;600 s_mean;600 s_mean;600 s_mean;600 s_mean_polar;600 s_mean_polar;600 s_mean_polar;600 s_mean;600 s_mean;600 s_mean;
-;m/s;rpm;m/s;m/s;m/s;m/s;m/s;mm;deg;deg;deg;hPa;hPa;�C;
1631881200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631881800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631882400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631883000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631883600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631884200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631884800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631885400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631886000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631886600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631887200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631887800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631888400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631889000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631889600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631890200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631890800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631891400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631892000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631892600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631893200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631893800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631894400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631895000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631895600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631896200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631896800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631897400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631898000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631898600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631899200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631899800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631900400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631901000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631901600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631902200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631902800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631903400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631904000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631904600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631905200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631905800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631906400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631907000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631907600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631908200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631908800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631909400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631910000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631910600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631911200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631911800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631912400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631913000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631913600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631914200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631914800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631915400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631916000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631916600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631917200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631917800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631918400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631919000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631919600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631920200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631920800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631921400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631922000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631922600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631923200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631923800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631924400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631925000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631925600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631926200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631926800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631927400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631928000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631928600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631929200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631929800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631930400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631931000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631931600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631932200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631932800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631933400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631934000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631934600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631935200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631935800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631936400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631937000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631937600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631938200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631938800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631939400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631940000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631940600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631941200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631941800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631942400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631943000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631943600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631944200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631944800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631945400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631946000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631946600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631947200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631947800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631948400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631949000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631949600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631950200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631950800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631951400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631952000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631952600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631953200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631953800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631954400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631955000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631955600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631956200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631956800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631957400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631958000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631958600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631959200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631959800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631960400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631961000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631961600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631962200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631962800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631963400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631964000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631964600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631965200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631965800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631966400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631967000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631967600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631968200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631968800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631969400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631970000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631970600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631971200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631971800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631972400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631973000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631973600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631974200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631974800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631975400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631976000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631976600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631977200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631977800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631978400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631979000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631979600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631980200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631980800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631981400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631982000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631982600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631983200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631983800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631984400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631985000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631985600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631986200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631986800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631987400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631988000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631988600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631989200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631989800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631990400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631991000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631991600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631992200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631992800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631993400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631994000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631994600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631995200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631995800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631996400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631997000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631997600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631998200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631998800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1631999400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632000000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632000600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632001200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632001800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632002400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632003000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632003600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632004200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632004800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632005400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632006000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632006600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632007200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632007800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632008400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632009000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632009600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632010200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632010800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632011400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632012000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632012600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632013200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632013800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632014400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632015000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632015600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632016200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632016800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632017400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632018000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632018600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632019200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632019800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632020400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632021000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632021600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632022200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632022800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632023400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632024000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632024600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632025200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632025800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632026400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632027000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632027600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632028200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632028800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632029400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632030000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632030600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632031200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632031800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632032400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632033000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632033600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632034200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632034800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632035400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632036000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632036600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632037200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632037800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632038400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632039000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632039600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632040200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632040800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632041400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632042000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632042600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632043200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632043800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632044400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632045000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632045600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632046200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632046800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632047400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632048000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632048600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632049200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632049800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632050400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632051000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632051600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632052200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632052800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632053400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632054000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632054600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632055200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632055800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632056400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632057000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632057600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632058200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632058800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632059400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632060000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632060600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632061200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632061800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632062400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632063000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632063600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632064200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632064800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632065400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632066000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632066600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632067200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632067800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632068400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632069000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632069600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632070200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632070800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632071400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632072000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632072600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632073200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632073800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632074400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632075000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632075600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632076200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632076800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632077400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632078000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632078600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632079200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632079800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632080400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632081000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632081600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632082200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632082800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632083400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632084000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632084600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632085200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632085800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632086400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632087000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632087600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632088200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632088800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632089400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632090000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632090600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632091200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632091800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632092400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632093000.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632093600.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632094200.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632094800.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
1632095400.00000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
