# format_version: 1;
# system_name: Nexus;
# date_time: 2021-09-13T00-00-00Z;
# samples_per_day: 144;
# project_first_level: AIRPORT;
# project_second_level: AD8_PROTOTYPE;
# project_name: ISPIN;
# project_version: 0;
# license: Data from this project may only be used and distributed within Fraunhofer IWES.;
Unix time;SaDataValid;WS_free_avg;DataOK;
1631520600.00000;1;5.279;1;
1631521200.00000;1;6.401;0;
1631521800.00000;1;4.87;0;
1631522400.00000;1;4.869;0;
1631523000.00000;1;6.462;0;
1631523600.00000;1;6.702;0;
1631524200.00000;1;6.585;0;
1631524800.00000;1;7.431;0;
1631525400.00000;1;5.495;0;
1631526000.00000;1;4.737;0;
1631526600.00000;1;5.846;0;
1631527200.00000;1;6.713;0;
1631527800.00000;1;5.192;0;
1631528400.00000;1;5.831;0;
1631529000.00000;1;5.841;0;
1631529600.00000;1;6.464;0;
1631530200.00000;1;6.678;0;
1631530800.00000;1;6.454;0;
1631531400.00000;1;5.411;0;
1631532000.00000;1;5.824;0;
1631532600.00000;1;6.255;0;
1631533200.00000;1;4.962;0;
1631533800.00000;1;5.354;0;
1631534400.00000;1;5.982;0;
1631535000.00000;1;6.231;0;
1631535600.00000;1;6.248;0;
1631536200.00000;1;6.732;0;
1631536800.00000;1;6.821;0;
1631537400.00000;1;6.516;0;
1631538000.00000;1;6.959;0;
1631538600.00000;1;5.922;0;
1631539200.00000;1;5.011;1;
1631539800.00000;1;5.03;1;
1631540400.00000;1;4.767;1;
1631541000.00000;1;5.074;1;
1631541600.00000;1;4.455;1;
1631542200.00000;1;5.044;1;
1631542800.00000;1;4.757;1;
1631543400.00000;1;4.837;1;
1631544000.00000;1;4.776;1;
1631544600.00000;1;4.707;1;
1631545200.00000;1;4.84;0;
1631545800.00000;1;5.559;0;
1631546400.00000;1;5.849;0;
1631547000.00000;1;4.28;0;
1631547600.00000;1;4.776;0;
1631548200.00000;1;4.64;0;
1631548800.00000;1;3.826;1;
1631549400.00000;1;3.455;0;
1631550000.00000;1;2.843;0;
1631550600.00000;1;2.741;0;
1631551200.00000;1;3.288;0;
1631551800.00000;1;3.479;0;
1631552400.00000;1;3.249;0;
1631553000.00000;1;3.032;0;
1631553600.00000;1;3.027;0;
1631554200.00000;1;2.368;0;
1631554800.00000;1;2.143;0;
1631555400.00000;1;2.571;0;
1631556000.00000;1;2.307;0;
1631556600.00000;1;2.029;0;
1631557200.00000;1;1.861;0;
1631557800.00000;0;1.238;0;
1631558400.00000;0;1.348;0;
1631559000.00000;0;1.339;0;
1631559600.00000;0;1.402;0;
1631560200.00000;0;1.125;0;
1631560800.00000;0;-4444;0;
1631561400.00000;0;-4444;0;
1631562000.00000;0;-4444;0;
1631562600.00000;0;-4444;0;
1631563200.00000;0;0.1307;0;
1631563800.00000;0;0.1176;0;
1631564400.00000;0;0.1833;0;
1631565000.00000;0;0.1956;0;
1631565600.00000;0;0.1352;0;
1631566200.00000;0;0.2181;0;
1631566800.00000;0;0.3007;0;
1631567400.00000;0;0.358;0;
1631568000.00000;0;0.3887;0;
1631568600.00000;0;0.3765;0;
1631569200.00000;0;0.3466;0;
1631569800.00000;0;0.3728;0;
1631570400.00000;0;0.3867;0;
1631571000.00000;0;0.432;0;
1631571600.00000;0;0.4102;0;
1631572200.00000;0;0.4646;0;
1631572800.00000;0;0.4536;0;
1631573400.00000;0;0.3961;0;
1631574000.00000;0;0.4804;0;
1631574600.00000;0;0.5712;0;
1631575200.00000;0;0.5314;0;
1631575800.00000;0;0.485;0;
1631576400.00000;0;0.4188;0;
1631577000.00000;0;0.4772;0;
1631577600.00000;0;0.4067;0;
1631578200.00000;0;0.3671;0;
1631578800.00000;0;0.3998;0;
1631579400.00000;0;0.4114;0;
1631580000.00000;0;0.5121;0;
1631580600.00000;0;0.5827;0;
1631581200.00000;0;0.6773;0;
1631581800.00000;0;0.8494;0;
1631582400.00000;0;0.9662;0;
1631583000.00000;0;1.038;0;
1631583600.00000;0;1.157;0;
1631584200.00000;0;1.163;0;
1631584800.00000;0;1.023;0;
1631585400.00000;0;0.956;0;
1631586000.00000;0;0.9009;0;
1631586600.00000;0;0.9297;0;
1631587200.00000;0;0.8209;0;
1631587800.00000;0;0.7396;0;
1631588400.00000;0;0.945;0;
1631589000.00000;0;1.06;0;
1631589600.00000;0;0.9287;0;
1631590200.00000;0;0.8802;0;
1631590800.00000;0;0.8816;0;
1631591400.00000;0;0.8284;0;
1631592000.00000;0;0.9521;0;
1631592600.00000;0;1.157;0;
1631593200.00000;0;1.209;0;
1631593800.00000;0;1.149;0;
1631594400.00000;0;1.124;0;
1631595000.00000;0;6.11;0;
1631595600.00000;1;6.448;0;
1631596200.00000;1;6.351;0;
1631596800.00000;1;6.231;0;
1631597400.00000;1;6.121;0;
1631598000.00000;1;6.056;0;
1631598600.00000;1;6.43;0;
1631599200.00000;1;6.546;0;
1631599800.00000;1;6.475;0;
1631600400.00000;1;5.582;1;
1631601000.00000;1;5.921;0;
1631601600.00000;1;5.043;0;
1631602200.00000;1;4.223;1;
1631602800.00000;1;4.567;1;
1631603400.00000;1;4.86;1;
1631604000.00000;1;5.166;1;
1631604600.00000;1;5.033;1;
1631605200.00000;1;4.967;1;
1631605800.00000;1;4.01;1;
1631606400.00000;1;4.004;1;
1631607000.00000;1;4.046;1;
1631607600.00000;1;3.933;1;
1631608200.00000;1;3.714;1;
1631608800.00000;1;4.628;1;
1631609400.00000;1;4.015;1;
1631610000.00000;1;4.162;1;
1631610600.00000;1;4.241;1;
1631611200.00000;1;4.385;1;
1631611800.00000;1;4.045;1;
1631612400.00000;1;4.118;1;
1631613000.00000;1;3.649;1;
1631613600.00000;1;4.07;1;
1631614200.00000;1;4.423;1;
1631614800.00000;1;4.2;1;
1631615400.00000;1;4.918;1;
1631616000.00000;1;4.69;1;
1631616600.00000;1;4.468;1;
1631617200.00000;1;4.58;1;
1631617800.00000;1;4.74;1;
1631618400.00000;1;4.712;1;
1631619000.00000;1;5.882;1;
1631619600.00000;1;5.6;1;
1631620200.00000;1;4.992;1;
1631620800.00000;1;4.946;1;
1631621400.00000;1;4.862;1;
1631622000.00000;1;4.637;1;
1631622600.00000;1;5.76;1;
1631623200.00000;1;5.346;1;
1631623800.00000;1;4.934;1;
1631624400.00000;1;5.39;1;
1631625000.00000;1;4.831;1;
1631625600.00000;1;4.877;1;
1631626200.00000;1;5.195;1;
1631626800.00000;1;4.789;1;
1631627400.00000;1;4.179;1;
1631628000.00000;1;5.084;1;
1631628600.00000;1;5.042;1;
1631629200.00000;1;5.424;1;
1631629800.00000;1;4.749;1;
1631630400.00000;1;5.614;1;
1631631000.00000;1;5.784;1;
1631631600.00000;1;5.141;0;
1631632200.00000;1;6.673;0;
1631632800.00000;1;6.844;0;
1631633400.00000;1;6.055;0;
1631634000.00000;1;5.793;0;
1631634600.00000;1;5.799;0;
1631635200.00000;1;5.299;0;
1631635800.00000;1;5.705;0;
1631636400.00000;1;5.242;0;
1631637000.00000;1;6.155;0;
1631637600.00000;1;6.625;0;
1631638200.00000;1;6.748;0;
1631638800.00000;1;7.179;0;
1631639400.00000;1;7.703;0;
1631640000.00000;1;8.379;0;
1631640600.00000;1;8.319;0;
1631641200.00000;1;8.42;0;
1631641800.00000;1;8.623;0;
1631642400.00000;1;8.839;0;
1631643000.00000;1;9.084;0;
1631643600.00000;1;10.18;0;
1631644200.00000;1;10.87;0;
1631644800.00000;1;10.81;0;
1631645400.00000;1;9.364;1;
1631646000.00000;1;8.555;1;
1631646600.00000;1;8.316;1;
1631647200.00000;1;8.385;1;
1631647800.00000;1;8.583;1;
1631648400.00000;1;8.571;1;
1631649000.00000;1;8.789;1;
1631649600.00000;1;8.771;1;
1631650200.00000;1;8.599;1;
1631650800.00000;1;8.828;1;
1631651400.00000;1;9.053;1;
1631652000.00000;1;9.103;0;
1631652600.00000;1;10.06;0;
1631653200.00000;NaN;NaN;NaN;
1631653800.00000;NaN;NaN;NaN;
1631654400.00000;NaN;NaN;NaN;
1631655000.00000;NaN;NaN;NaN;
1631655600.00000;NaN;NaN;NaN;
1631656200.00000;NaN;NaN;NaN;
1631656800.00000;NaN;NaN;NaN;
1631657400.00000;NaN;NaN;NaN;
1631658000.00000;NaN;NaN;NaN;
1631658600.00000;NaN;NaN;NaN;
1631659200.00000;NaN;NaN;NaN;
1631659800.00000;NaN;NaN;NaN;
1631660400.00000;NaN;NaN;NaN;
1631661000.00000;NaN;NaN;NaN;
1631661600.00000;NaN;NaN;NaN;
1631662200.00000;NaN;NaN;NaN;
1631662800.00000;NaN;NaN;NaN;
1631663400.00000;NaN;NaN;NaN;
1631664000.00000;NaN;NaN;NaN;
1631664600.00000;NaN;NaN;NaN;
1631665200.00000;NaN;NaN;NaN;
1631665800.00000;NaN;NaN;NaN;
1631666400.00000;NaN;NaN;NaN;
1631667000.00000;NaN;NaN;NaN;
1631667600.00000;NaN;NaN;NaN;
1631668200.00000;NaN;NaN;NaN;
1631668800.00000;NaN;NaN;NaN;
1631669400.00000;NaN;NaN;NaN;
1631670000.00000;NaN;NaN;NaN;
1631670600.00000;NaN;NaN;NaN;
1631671200.00000;NaN;NaN;NaN;
1631671800.00000;NaN;NaN;NaN;
1631672400.00000;NaN;NaN;NaN;
1631673000.00000;NaN;NaN;NaN;
1631673600.00000;NaN;NaN;NaN;
1631674200.00000;NaN;NaN;NaN;
1631674800.00000;NaN;NaN;NaN;
1631675400.00000;NaN;NaN;NaN;
1631676000.00000;NaN;NaN;NaN;
1631676600.00000;NaN;NaN;NaN;
1631677200.00000;NaN;NaN;NaN;
1631677800.00000;NaN;NaN;NaN;
1631678400.00000;NaN;NaN;NaN;
1631679000.00000;NaN;NaN;NaN;
1631679600.00000;NaN;NaN;NaN;
1631680200.00000;NaN;NaN;NaN;
1631680800.00000;NaN;NaN;NaN;
1631681400.00000;NaN;NaN;NaN;
1631682000.00000;NaN;NaN;NaN;
1631682600.00000;NaN;NaN;NaN;
1631683200.00000;NaN;NaN;NaN;
1631683800.00000;NaN;NaN;NaN;
1631684400.00000;NaN;NaN;NaN;
1631685000.00000;NaN;NaN;NaN;
1631685600.00000;NaN;NaN;NaN;
1631686200.00000;NaN;NaN;NaN;
1631686800.00000;NaN;NaN;NaN;
1631687400.00000;NaN;NaN;NaN;
1631688000.00000;NaN;NaN;NaN;
1631688600.00000;NaN;NaN;NaN;
1631689200.00000;NaN;NaN;NaN;
1631689800.00000;NaN;NaN;NaN;
1631690400.00000;NaN;NaN;NaN;
1631691000.00000;NaN;NaN;NaN;
1631691600.00000;NaN;NaN;NaN;
1631692200.00000;NaN;NaN;NaN;
1631692800.00000;NaN;NaN;NaN;
1631693400.00000;NaN;NaN;NaN;
1631694000.00000;NaN;NaN;NaN;
1631694600.00000;NaN;NaN;NaN;
1631695200.00000;NaN;NaN;NaN;
1631695800.00000;NaN;NaN;NaN;
1631696400.00000;NaN;NaN;NaN;
1631697000.00000;NaN;NaN;NaN;
1631697600.00000;NaN;NaN;NaN;
1631698200.00000;NaN;NaN;NaN;
1631698800.00000;NaN;NaN;NaN;
1631699400.00000;NaN;NaN;NaN;
1631700000.00000;NaN;NaN;NaN;
1631700600.00000;NaN;NaN;NaN;
1631701200.00000;NaN;NaN;NaN;
1631701800.00000;NaN;NaN;NaN;
1631702400.00000;NaN;NaN;NaN;
1631703000.00000;NaN;NaN;NaN;
1631703600.00000;NaN;NaN;NaN;
1631704200.00000;NaN;NaN;NaN;
1631704800.00000;NaN;NaN;NaN;
1631705400.00000;NaN;NaN;NaN;
1631706000.00000;NaN;NaN;NaN;
1631706600.00000;NaN;NaN;NaN;
1631707200.00000;NaN;NaN;NaN;
1631707800.00000;NaN;NaN;NaN;
1631708400.00000;NaN;NaN;NaN;
1631709000.00000;NaN;NaN;NaN;
1631709600.00000;NaN;NaN;NaN;
1631710200.00000;NaN;NaN;NaN;
1631710800.00000;NaN;NaN;NaN;
1631711400.00000;NaN;NaN;NaN;
1631712000.00000;NaN;NaN;NaN;
1631712600.00000;NaN;NaN;NaN;
1631713200.00000;NaN;NaN;NaN;
1631713800.00000;NaN;NaN;NaN;
1631714400.00000;NaN;NaN;NaN;
1631715000.00000;NaN;NaN;NaN;
1631715600.00000;NaN;NaN;NaN;
1631716200.00000;NaN;NaN;NaN;
1631716800.00000;NaN;NaN;NaN;
1631717400.00000;NaN;NaN;NaN;
1631718000.00000;NaN;NaN;NaN;
1631718600.00000;NaN;NaN;NaN;
1631719200.00000;NaN;NaN;NaN;
1631719800.00000;NaN;NaN;NaN;
1631720400.00000;NaN;NaN;NaN;
1631721000.00000;NaN;NaN;NaN;
1631721600.00000;NaN;NaN;NaN;
1631722200.00000;NaN;NaN;NaN;
1631722800.00000;NaN;NaN;NaN;
1631723400.00000;NaN;NaN;NaN;
1631724000.00000;NaN;NaN;NaN;
1631724600.00000;NaN;NaN;NaN;
1631725200.00000;NaN;NaN;NaN;
1631725800.00000;NaN;NaN;NaN;
1631726400.00000;NaN;NaN;NaN;
1631727000.00000;NaN;NaN;NaN;
1631727600.00000;NaN;NaN;NaN;
1631728200.00000;NaN;NaN;NaN;
1631728800.00000;NaN;NaN;NaN;
1631729400.00000;NaN;NaN;NaN;
1631730000.00000;NaN;NaN;NaN;
1631730600.00000;NaN;NaN;NaN;
1631731200.00000;NaN;NaN;NaN;
1631731800.00000;NaN;NaN;NaN;
1631732400.00000;NaN;NaN;NaN;
1631733000.00000;NaN;NaN;NaN;
1631733600.00000;NaN;NaN;NaN;
1631734200.00000;NaN;NaN;NaN;
1631734800.00000;NaN;NaN;NaN;
1631735400.00000;NaN;NaN;NaN;
1631736000.00000;NaN;NaN;NaN;
1631736600.00000;NaN;NaN;NaN;
1631737200.00000;NaN;NaN;NaN;
1631737800.00000;NaN;NaN;NaN;
1631738400.00000;NaN;NaN;NaN;
1631739000.00000;NaN;NaN;NaN;
1631739600.00000;NaN;NaN;NaN;
1631740200.00000;NaN;NaN;NaN;
1631740800.00000;NaN;NaN;NaN;
1631741400.00000;NaN;NaN;NaN;
1631742000.00000;NaN;NaN;NaN;
1631742600.00000;NaN;NaN;NaN;
1631743200.00000;NaN;NaN;NaN;
1631743800.00000;NaN;NaN;NaN;
1631744400.00000;NaN;NaN;NaN;
1631745000.00000;NaN;NaN;NaN;
1631745600.00000;NaN;NaN;NaN;
1631746200.00000;NaN;NaN;NaN;
1631746800.00000;NaN;NaN;NaN;
1631747400.00000;NaN;NaN;NaN;
1631748000.00000;NaN;NaN;NaN;
1631748600.00000;NaN;NaN;NaN;
1631749200.00000;NaN;NaN;NaN;
1631749800.00000;NaN;NaN;NaN;
1631750400.00000;NaN;NaN;NaN;
1631751000.00000;NaN;NaN;NaN;
1631751600.00000;NaN;NaN;NaN;
1631752200.00000;NaN;NaN;NaN;
1631752800.00000;NaN;NaN;NaN;
1631753400.00000;NaN;NaN;NaN;
1631754000.00000;NaN;NaN;NaN;
1631754600.00000;NaN;NaN;NaN;
1631755200.00000;NaN;NaN;NaN;
1631755800.00000;NaN;NaN;NaN;
1631756400.00000;NaN;NaN;NaN;
1631757000.00000;NaN;NaN;NaN;
1631757600.00000;NaN;NaN;NaN;
1631758200.00000;NaN;NaN;NaN;
1631758800.00000;NaN;NaN;NaN;
1631759400.00000;NaN;NaN;NaN;
1631760000.00000;NaN;NaN;NaN;
1631760600.00000;NaN;NaN;NaN;
1631761200.00000;NaN;NaN;NaN;
1631761800.00000;NaN;NaN;NaN;
1631762400.00000;NaN;NaN;NaN;
1631763000.00000;NaN;NaN;NaN;
1631763600.00000;NaN;NaN;NaN;
1631764200.00000;NaN;NaN;NaN;
1631764800.00000;NaN;NaN;NaN;
1631765400.00000;NaN;NaN;NaN;
1631766000.00000;NaN;NaN;NaN;
1631766600.00000;NaN;NaN;NaN;
1631767200.00000;NaN;NaN;NaN;
1631767800.00000;NaN;NaN;NaN;
1631768400.00000;NaN;NaN;NaN;
1631769000.00000;NaN;NaN;NaN;
1631769600.00000;NaN;NaN;NaN;
1631770200.00000;NaN;NaN;NaN;
1631770800.00000;NaN;NaN;NaN;
1631771400.00000;NaN;NaN;NaN;
1631772000.00000;NaN;NaN;NaN;
1631772600.00000;NaN;NaN;NaN;
1631773200.00000;NaN;NaN;NaN;
1631773800.00000;NaN;NaN;NaN;
1631774400.00000;NaN;NaN;NaN;
1631775000.00000;NaN;NaN;NaN;
1631775600.00000;NaN;NaN;NaN;
1631776200.00000;NaN;NaN;NaN;
1631776800.00000;NaN;NaN;NaN;
1631777400.00000;NaN;NaN;NaN;
1631778000.00000;NaN;NaN;NaN;
1631778600.00000;NaN;NaN;NaN;
1631779200.00000;NaN;NaN;NaN;
1631779800.00000;NaN;NaN;NaN;
1631780400.00000;NaN;NaN;NaN;
1631781000.00000;NaN;NaN;NaN;
1631781600.00000;NaN;NaN;NaN;
1631782200.00000;NaN;NaN;NaN;
1631782800.00000;NaN;NaN;NaN;
1631783400.00000;NaN;NaN;NaN;
1631784000.00000;NaN;NaN;NaN;
1631784600.00000;NaN;NaN;NaN;
1631785200.00000;NaN;NaN;NaN;
1631785800.00000;NaN;NaN;NaN;
1631786400.00000;NaN;NaN;NaN;
1631787000.00000;NaN;NaN;NaN;
1631787600.00000;NaN;NaN;NaN;
1631788200.00000;NaN;NaN;NaN;
1631788800.00000;NaN;NaN;NaN;
1631789400.00000;NaN;NaN;NaN;
1631790000.00000;NaN;NaN;NaN;
1631790600.00000;NaN;NaN;NaN;
1631791200.00000;NaN;NaN;NaN;
1631791800.00000;NaN;NaN;NaN;
1631792400.00000;NaN;NaN;NaN;
1631793000.00000;NaN;NaN;NaN;
1631793600.00000;NaN;NaN;NaN;
1631794200.00000;NaN;NaN;NaN;
1631794800.00000;NaN;NaN;NaN;
1631795400.00000;NaN;NaN;NaN;
1631796000.00000;NaN;NaN;NaN;
1631796600.00000;NaN;NaN;NaN;
1631797200.00000;NaN;NaN;NaN;
1631797800.00000;NaN;NaN;NaN;
1631798400.00000;NaN;NaN;NaN;
1631799000.00000;NaN;NaN;NaN;
1631799600.00000;NaN;NaN;NaN;
1631800200.00000;NaN;NaN;NaN;
1631800800.00000;NaN;NaN;NaN;
1631801400.00000;NaN;NaN;NaN;
1631802000.00000;NaN;NaN;NaN;
1631802600.00000;NaN;NaN;NaN;
1631803200.00000;NaN;NaN;NaN;
1631803800.00000;NaN;NaN;NaN;
1631804400.00000;NaN;NaN;NaN;
1631805000.00000;NaN;NaN;NaN;
1631805600.00000;NaN;NaN;NaN;
1631806200.00000;NaN;NaN;NaN;
1631806800.00000;NaN;NaN;NaN;
1631807400.00000;NaN;NaN;NaN;
1631808000.00000;NaN;NaN;NaN;
1631808600.00000;NaN;NaN;NaN;
1631809200.00000;NaN;NaN;NaN;
1631809800.00000;NaN;NaN;NaN;
1631810400.00000;NaN;NaN;NaN;
1631811000.00000;NaN;NaN;NaN;
1631811600.00000;NaN;NaN;NaN;
1631812200.00000;NaN;NaN;NaN;
1631812800.00000;NaN;NaN;NaN;
1631813400.00000;NaN;NaN;NaN;
1631814000.00000;NaN;NaN;NaN;
1631814600.00000;NaN;NaN;NaN;
1631815200.00000;NaN;NaN;NaN;
1631815800.00000;NaN;NaN;NaN;
1631816400.00000;NaN;NaN;NaN;
1631817000.00000;NaN;NaN;NaN;
1631817600.00000;NaN;NaN;NaN;
1631818200.00000;NaN;NaN;NaN;
1631818800.00000;NaN;NaN;NaN;
1631819400.00000;NaN;NaN;NaN;
1631820000.00000;NaN;NaN;NaN;
1631820600.00000;NaN;NaN;NaN;
1631821200.00000;NaN;NaN;NaN;
1631821800.00000;NaN;NaN;NaN;
1631822400.00000;NaN;NaN;NaN;
1631823000.00000;NaN;NaN;NaN;
1631823600.00000;NaN;NaN;NaN;
1631824200.00000;NaN;NaN;NaN;
1631824800.00000;NaN;NaN;NaN;
1631825400.00000;NaN;NaN;NaN;
1631826000.00000;NaN;NaN;NaN;
1631826600.00000;NaN;NaN;NaN;
1631827200.00000;NaN;NaN;NaN;
1631827800.00000;NaN;NaN;NaN;
1631828400.00000;NaN;NaN;NaN;
1631829000.00000;NaN;NaN;NaN;
1631829600.00000;NaN;NaN;NaN;
1631830200.00000;NaN;NaN;NaN;
1631830800.00000;NaN;NaN;NaN;
1631831400.00000;NaN;NaN;NaN;
1631832000.00000;NaN;NaN;NaN;
1631832600.00000;NaN;NaN;NaN;
1631833200.00000;NaN;NaN;NaN;
1631833800.00000;NaN;NaN;NaN;
1631834400.00000;NaN;NaN;NaN;
1631835000.00000;NaN;NaN;NaN;
1631835600.00000;NaN;NaN;NaN;
1631836200.00000;NaN;NaN;NaN;
1631836800.00000;NaN;NaN;NaN;
1631837400.00000;NaN;NaN;NaN;
1631838000.00000;NaN;NaN;NaN;
1631838600.00000;NaN;NaN;NaN;
1631839200.00000;NaN;NaN;NaN;
1631839800.00000;NaN;NaN;NaN;
1631840400.00000;NaN;NaN;NaN;
1631841000.00000;NaN;NaN;NaN;
1631841600.00000;NaN;NaN;NaN;
1631842200.00000;NaN;NaN;NaN;
1631842800.00000;NaN;NaN;NaN;
1631843400.00000;NaN;NaN;NaN;
1631844000.00000;NaN;NaN;NaN;
1631844600.00000;NaN;NaN;NaN;
1631845200.00000;NaN;NaN;NaN;
1631845800.00000;NaN;NaN;NaN;
1631846400.00000;NaN;NaN;NaN;
1631847000.00000;NaN;NaN;NaN;
1631847600.00000;NaN;NaN;NaN;
1631848200.00000;NaN;NaN;NaN;
1631848800.00000;NaN;NaN;NaN;
1631849400.00000;NaN;NaN;NaN;
1631850000.00000;NaN;NaN;NaN;
1631850600.00000;NaN;NaN;NaN;
1631851200.00000;NaN;NaN;NaN;
1631851800.00000;NaN;NaN;NaN;
1631852400.00000;NaN;NaN;NaN;
1631853000.00000;NaN;NaN;NaN;
1631853600.00000;NaN;NaN;NaN;
1631854200.00000;NaN;NaN;NaN;
1631854800.00000;NaN;NaN;NaN;
1631855400.00000;NaN;NaN;NaN;
1631856000.00000;NaN;NaN;NaN;
1631856600.00000;NaN;NaN;NaN;
1631857200.00000;NaN;NaN;NaN;
1631857800.00000;NaN;NaN;NaN;
1631858400.00000;NaN;NaN;NaN;
1631859000.00000;NaN;NaN;NaN;
1631859600.00000;NaN;NaN;NaN;
1631860200.00000;NaN;NaN;NaN;
1631860800.00000;NaN;NaN;NaN;
1631861400.00000;NaN;NaN;NaN;
1631862000.00000;NaN;NaN;NaN;
1631862600.00000;NaN;NaN;NaN;
1631863200.00000;NaN;NaN;NaN;
1631863800.00000;NaN;NaN;NaN;
1631864400.00000;NaN;NaN;NaN;
1631865000.00000;NaN;NaN;NaN;
1631865600.00000;NaN;NaN;NaN;
1631866200.00000;NaN;NaN;NaN;
1631866800.00000;NaN;NaN;NaN;
1631867400.00000;NaN;NaN;NaN;
1631868000.00000;NaN;NaN;NaN;
1631868600.00000;NaN;NaN;NaN;
1631869200.00000;NaN;NaN;NaN;
1631869800.00000;NaN;NaN;NaN;
1631870400.00000;NaN;NaN;NaN;
1631871000.00000;NaN;NaN;NaN;
1631871600.00000;NaN;NaN;NaN;
1631872200.00000;NaN;NaN;NaN;
1631872800.00000;NaN;NaN;NaN;
1631873400.00000;NaN;NaN;NaN;
1631874000.00000;NaN;NaN;NaN;
1631874600.00000;NaN;NaN;NaN;
1631875200.00000;NaN;NaN;NaN;
1631875800.00000;NaN;NaN;NaN;
1631876400.00000;NaN;NaN;NaN;
1631877000.00000;NaN;NaN;NaN;
1631877600.00000;NaN;NaN;NaN;
1631878200.00000;NaN;NaN;NaN;
1631878800.00000;NaN;NaN;NaN;
1631879400.00000;NaN;NaN;NaN;
1631880000.00000;NaN;NaN;NaN;
1631880600.00000;NaN;NaN;NaN;
1631881200.00000;NaN;NaN;NaN;
1631881800.00000;NaN;NaN;NaN;
1631882400.00000;NaN;NaN;NaN;
1631883000.00000;NaN;NaN;NaN;
1631883600.00000;NaN;NaN;NaN;
1631884200.00000;NaN;NaN;NaN;
1631884800.00000;NaN;NaN;NaN;
1631885400.00000;NaN;NaN;NaN;
1631886000.00000;NaN;NaN;NaN;
1631886600.00000;NaN;NaN;NaN;
1631887200.00000;NaN;NaN;NaN;
1631887800.00000;NaN;NaN;NaN;
1631888400.00000;NaN;NaN;NaN;
1631889000.00000;NaN;NaN;NaN;
1631889600.00000;NaN;NaN;NaN;
1631890200.00000;NaN;NaN;NaN;
1631890800.00000;NaN;NaN;NaN;
1631891400.00000;NaN;NaN;NaN;
1631892000.00000;NaN;NaN;NaN;
1631892600.00000;NaN;NaN;NaN;
1631893200.00000;NaN;NaN;NaN;
1631893800.00000;NaN;NaN;NaN;
1631894400.00000;NaN;NaN;NaN;
1631895000.00000;NaN;NaN;NaN;
1631895600.00000;NaN;NaN;NaN;
1631896200.00000;NaN;NaN;NaN;
1631896800.00000;NaN;NaN;NaN;
1631897400.00000;NaN;NaN;NaN;
1631898000.00000;NaN;NaN;NaN;
1631898600.00000;NaN;NaN;NaN;
1631899200.00000;NaN;NaN;NaN;
1631899800.00000;NaN;NaN;NaN;
1631900400.00000;NaN;NaN;NaN;
1631901000.00000;NaN;NaN;NaN;
1631901600.00000;NaN;NaN;NaN;
1631902200.00000;NaN;NaN;NaN;
1631902800.00000;NaN;NaN;NaN;
1631903400.00000;NaN;NaN;NaN;
1631904000.00000;NaN;NaN;NaN;
1631904600.00000;NaN;NaN;NaN;
1631905200.00000;NaN;NaN;NaN;
1631905800.00000;NaN;NaN;NaN;
1631906400.00000;NaN;NaN;NaN;
1631907000.00000;NaN;NaN;NaN;
1631907600.00000;NaN;NaN;NaN;
1631908200.00000;NaN;NaN;NaN;
1631908800.00000;NaN;NaN;NaN;
1631909400.00000;NaN;NaN;NaN;
1631910000.00000;NaN;NaN;NaN;
