# format_version: 1;
# system_name: Nexus;
# date_time: 2021-06-13T00-00-00Z;
# samples_per_day: 144;
# project_first_level: AIRPORT;
# project_second_level: AD8_PROTOTYPE;
# project_name: GENERAL_DAQ;
# project_version: 0;
# license: Usage policy according to https://onedas.iwes.fraunhofer.de/attachments/AIRPORT_AD8_PROTOTYPE_GENERAL_DAQ/UsageAgreementAdwen.pdf.;
Unix time;M0000_V1;P0420_RotorSpdRaw;M0010_V2;M0020_V3;M0030_V4;M0040_V5;M0050_V6;M0060_Precipitation;M0070_D1;M0100_D4;M0110_D5;M0200_B1;M0210_B2;M0220_T1;
1623570000.00000;6.921;0.1083;6.549;6.685;6.568;6.229;5.616;0;305;303.9;298.1;1011;1023;14.52;
1623570600.00000;8.01;0.1416;7.327;7.805;7.095;6.43;5.779;0;308.4;317.2;313.9;1011;1023;14.44;
1623571200.00000;7.257;0.1223;7.007;7.005;6.552;6.162;5.56;0;305;310.5;306.7;1011;1023;14.56;
1623571800.00000;8.066;0.111;7.847;7.914;7.628;6.692;5.985;0;301;301.4;296.4;1011;1023;14.5;
1623572400.00000;7.216;0.09304;6.625;7.039;6.526;5.946;5.483;0;304.4;309.1;305.8;1011;1023;14.7;
1623573000.00000;8.095;0.09535;7.369;7.791;7.342;6.721;6.073;0;305.1;314.6;310.1;1012;1024;14.8;
1623573600.00000;7.798;0.1448;7.724;7.545;7.152;6.606;5.992;0;301.7;304.8;301.9;1012;1024;14.85;
1623574200.00000;6.963;0.1239;6.563;6.623;6.368;6.14;5.703;0;304;314.1;311.6;1012;1024;15.08;
1623574800.00000;8.62;0.1105;8.313;8.262;7.6;7.242;6.357;0;309.4;315;310.8;1012;1024;15.08;
1623575400.00000;8.072;0.1282;7.753;7.697;7.215;6.56;6.206;0;305.2;310.1;306.8;1012;1024;15.16;
1623576000.00000;8.01;0.0939;7.616;7.721;6.917;6.034;5.487;0;306.6;313.6;308.9;1012;1024;15.24;
1623576600.00000;7.464;0.1402;6.911;7.225;6.914;6.339;5.509;0;310.2;316;311.4;1012;1024;15.24;
1623577200.00000;8.163;0.1235;7.722;7.782;7.384;6.78;6.337;0;312;317.3;313;1012;1024;15.37;
1623577800.00000;7.968;0.1137;7.715;7.506;7.236;6.834;6.132;0;317.4;323;317.7;1012;1024;15.15;
1623578400.00000;8.935;0.114;8.763;8.669;8.428;7.943;7.091;0;316;320.9;315.4;1012;1024;15.1;
1623579000.00000;8.849;0.132;8.541;8.43;7.849;7.383;6.763;0;316.1;324.8;321.1;1012;1024;15.06;
1623579600.00000;9.255;0.1415;8.828;8.715;8.123;7.857;7.169;0;312;326.6;323.7;1012;1024;14.97;
1623580200.00000;8.399;0.1051;8.043;8.244;7.948;7.714;6.988;0;311.8;312.8;307.8;1012;1024;15.11;
1623580800.00000;8.863;0.09489;8.531;8.472;8.047;7.458;6.776;0;314;321.9;318.2;1012;1024;15.05;
1623581400.00000;8.777;0.135;8.21;8.317;7.957;7.231;6.546;0;308.5;320.1;316;1012;1024;15.19;
1623582000.00000;9.518;0.1185;9.138;8.906;8.137;7.781;7.046;0;312.7;323.5;322.4;1012;1024;15.19;
1623582600.00000;8.209;0.1025;7.737;8.045;7.756;7.281;6.543;0;310.4;317.1;313.3;1012;1024;15.35;
1623583200.00000;8.307;0.1197;7.976;7.702;7.187;6.556;5.879;0;313.9;323.6;320.6;1012;1024;15.43;
1623583800.00000;8.215;0.118;8.01;7.694;7.365;6.861;6.207;0;315.7;327.7;323.6;1012;1024;15.4;
1623584400.00000;7.864;0.09401;7.744;7.474;7.33;6.918;6.068;0;322.7;329.3;324.8;1012;1024;15.43;
1623585000.00000;8.085;0.09581;7.929;7.755;7.413;7.164;6.488;0;318.7;324.5;320.3;1012;1024;15.47;
1623585600.00000;7.77;0.09325;7.564;7.226;6.721;6.486;5.797;0;318;329.9;325.8;1012;1024;15.65;
1623586200.00000;7.679;0.08485;7.546;7.205;6.574;6.389;5.775;0;321.1;330;326.5;1012;1024;15.64;
1623586800.00000;7.883;0.09295;7.832;7.441;7.278;6.973;6.032;0;321.8;329.6;325.1;1012;1024;15.65;
1623587400.00000;7.794;0.08557;7.754;7.602;7.405;6.933;6.244;0;321.2;322.1;317;1012;1024;15.63;
1623588000.00000;8.045;0.09339;7.994;7.905;7.739;7.05;6.271;0;321.3;328.8;326;1012;1024;15.78;
1623588600.00000;7.642;0.1089;7.59;7.646;7.539;7.099;6.287;0;322.3;332.3;327;1012;1024;15.83;
1623589200.00000;8.265;0.09252;8.274;8.266;8.155;7.733;6.754;0;330.2;336.7;333.1;1012;1024;15.79;
1623589800.00000;8.65;0.1115;8.668;8.586;8.332;7.345;6.069;0;332.7;343;337.1;1012;1024;15.63;
1623590400.00000;8.664;0.07883;8.684;8.445;8.174;7.742;6.827;0;337;341.9;336.7;1012;1024;15.58;
1623591000.00000;9.003;0.1137;9.037;8.851;8.659;7.934;6.897;0;335;339.6;335.2;1012;1024;15.51;
1623591600.00000;8.503;0.09085;8.538;8.22;7.604;6.662;5.947;0;337.1;348;344.5;1012;1024;15.58;
1623592200.00000;8.179;0.07978;8.212;8.091;7.689;6.727;5.622;0;338.6;348.4;344.3;1012;1024;15.49;
1623592800.00000;7.419;0.07588;7.421;7.137;6.762;6.158;5.215;0;338.4;348.1;343.6;1012;1024;15.44;
1623593400.00000;7.868;0.09323;7.89;7.727;7.629;7.092;6.18;0;336.7;341.7;336.5;1012;1024;15.44;
1623594000.00000;7.955;0.08401;7.971;7.906;7.634;6.824;5.603;0;336.6;345.3;343.4;1012;1024;15.39;
1623594600.00000;7.479;0.07549;7.506;7.26;6.765;6.038;5.15;0;336.3;343.6;340.5;1012;1024;15.53;
1623595200.00000;7.013;0.0622;7.03;6.791;6.529;5.967;5.377;0;336.4;343.1;341.7;1012;1024;15.73;
1623595800.00000;7.208;0.08014;7.225;7.023;6.618;6.062;5.524;0;338.3;343;338.6;1012;1024;15.77;
1623596400.00000;7.442;0.08321;7.47;7.289;6.81;6.056;5.017;0;338.1;345.9;344.3;1011;1024;15.63;
1623597000.00000;7.317;0.07401;7.333;7.261;6.987;6.324;5.241;0;337.2;343.5;338.3;1011;1024;15.59;
1623597600.00000;7.148;0.0692;7.154;6.99;6.647;5.996;5.187;0;338.3;343.4;338.9;1011;1023;15.65;
1623598200.00000;6.828;0.09052;6.839;6.558;6.318;5.907;5.104;0;338;341.9;337.8;1011;1023;15.84;
1623598800.00000;7.288;0.07381;7.29;6.926;6.576;5.844;4.94;0;338.8;347.1;343.6;1011;1023;15.83;
1623599400.00000;6.792;0.07376;6.802;6.649;6.408;5.846;5.1;0;340.4;345.7;343.9;1011;1023;15.92;
1623600000.00000;7.031;0.0559;7.027;6.764;6.253;5.41;4.693;0;340;348.1;344.6;1011;1023;15.95;
1623600600.00000;6.085;0.07601;6.076;5.945;5.562;5.12;4.636;0;342;351.6;347.8;1011;1023;16.09;
1623601200.00000;6.164;0.08013;6.154;5.866;5.588;5.028;4.372;0;345.4;355;352.7;1011;1023;16.01;
1623601800.00000;6.121;0.0702;6.118;5.931;5.616;4.974;4.138;0;343.3;345.7;342.7;1011;1023;15.98;
1623602400.00000;6.179;0.05848;6.183;6.155;5.986;5.322;4.45;0;337.8;343.5;342;1011;1023;16.01;
1623603000.00000;6.197;0.06262;6.202;5.992;5.591;4.811;4.294;0;336.9;344.2;340.4;1011;1023;16.07;
1623603600.00000;5.917;0.06323;5.903;5.689;5.038;4.53;3.975;0;339.1;344.6;337.8;1011;1023;16.16;
1623604200.00000;5.577;0.04888;5.561;5.247;4.976;4.143;3.641;0;338.9;346.9;340;1011;1023;16.24;
1623604800.00000;6.039;0.07733;6.031;5.836;5.52;4.746;3.995;0;339.1;344.2;339;1011;1023;16.27;
1623605400.00000;5.932;0.06962;5.924;5.743;5.336;4.536;3.583;0;338.1;345.7;342;1011;1023;16.29;
1623606000.00000;5.679;0.06906;5.675;5.628;5.255;4.438;3.694;0;338.7;343.9;341.9;1011;1023;16.33;
1623606600.00000;5.871;0.07004;5.876;5.811;5.585;4.782;3.771;0;338.3;342.8;340.7;1011;1023;16.33;
1623607200.00000;5.678;0.05498;5.663;5.457;5.178;4.44;3.743;0;337.3;342.9;337.8;1011;1023;16.35;
1623607800.00000;5.47;0.05922;5.465;5.427;5.251;4.448;3.523;0;337.6;345;342.9;1011;1023;16.37;
1623608400.00000;5.325;0.07065;5.312;5.245;5.035;4.224;3.199;0;339.4;347.6;345.8;1011;1023;16.25;
1623609000.00000;5.025;0.04336;5.009;4.866;4.557;3.842;3.229;0;342.5;350.3;348.8;1011;1023;16.11;
1623609600.00000;4.932;0.05126;4.905;4.777;4.447;3.52;2.58;0;341.9;347.8;344.3;1011;1023;16.04;
1623610200.00000;5.251;0.05696;5.237;5.067;4.773;3.894;3.141;0;342.8;346.7;342.2;1011;1022;16.04;
1623610800.00000;4.781;0.05372;4.758;4.708;4.545;3.617;2.677;0;341.1;343.8;341.2;1011;1022;16.04;
1623611400.00000;4.8;0.02137;4.769;4.691;4.437;3.476;2.436;0;341.1;348.2;346.7;1011;1022;16.02;
1623612000.00000;4.677;0.02769;4.652;4.524;4.275;3.123;2.267;0;341.3;349.1;347.6;1010;1022;15.98;
1623612600.00000;4.766;0.046;4.738;4.536;4.156;3.103;2.171;0;344.1;350.2;347.8;1010;1022;15.9;
1623613200.00000;4.903;0.03147;4.876;4.703;4.265;3.119;2.037;0;343.5;349.8;347.2;1010;1022;15.86;
1623613800.00000;4.852;0.03728;4.823;4.683;4.348;3.213;2.097;0;349.3;349.8;345.9;1010;1022;15.86;
1623614400.00000;2.996;0.008545;2.923;2.634;2.378;1.843;1.377;0;353.5;5.953;11.77;1010;1022;15.89;
1623615000.00000;0.9288;0;0.8225;1.134;1.36;1.337;1.184;0;55.45;113.5;110.6;1010;1022;15.7;
1623615600.00000;1.208;0;1.129;1.143;1.059;0.8522;0.687;0;2.667;44.86;41.2;1010;1022;15.49;
1623616200.00000;0.7609;0;0.6505;0.4831;0.5355;0.627;0.5933;0;327.5;111.1;136.2;1010;1022;15.4;
1623616800.00000;1.08;0;0.9893;0.5959;0.584;0.7027;0.7151;0;345.5;148.2;176.6;1010;1022;15.31;
1623617400.00000;1.089;0;0.9771;0.5721;0.7971;0.8678;0.6687;0;329.2;121.7;132.7;1010;1022;15.25;
1623618000.00000;0.847;0;0.743;0.8948;1.13;1.239;1.01;0;78.48;124.1;127.6;1010;1022;15.11;
1623618600.00000;0.844;0;0.7324;0.9977;1.241;1.296;1.118;0;85.22;132.9;134;1010;1022;14.96;
1623619200.00000;0.9113;0;0.7998;0.9928;1.203;1.222;0.9019;0;84.76;143.1;142.7;1010;1022;14.89;
1623619800.00000;1.037;0;0.9643;1.123;1.153;1.112;0.5983;0;104.4;139.8;144.2;1010;1022;14.79;
1623620400.00000;1.398;0;1.341;1.913;1.653;1.298;0.802;0;139.1;140.5;142.4;1010;1022;14.72;
1623621000.00000;1.048;0;0.951;1.436;1.485;1.327;0.9307;0;149.9;128;132.2;1010;1022;14.76;
1623621600.00000;1.493;0;1.427;1.722;1.487;1.263;1.134;0;148.5;135.2;143.4;1010;1022;14.77;
1623622200.00000;1.435;0;1.349;1.56;1.448;0.9384;1.082;0;143;145.3;167.8;1010;1021;14.71;
1623622800.00000;1.281;0;1.187;1.277;1.521;1.009;1.127;0;156;138.4;160.9;1010;1021;14.71;
1623623400.00000;1.827;0;1.745;1.512;1.37;1.081;0.9491;0;163.8;138.8;158.3;1010;1021;14.7;
1623624000.00000;1.871;0;1.787;1.516;1.483;1.014;1.208;0;177.8;150.9;177.2;1010;1021;14.74;
1623624600.00000;2.17;0;2.095;1.782;1.855;1.705;1.379;0;171.4;159.8;171;1009;1021;14.72;
1623625200.00000;2.411;0;2.333;1.998;1.954;1.858;1.345;0;172.8;167.8;162.5;1009;1021;14.68;
1623625800.00000;2.641;0;2.565;2.311;2.001;1.251;0.7804;0;189.6;173.3;186.7;1009;1021;14.78;
1623626400.00000;2.516;0;2.449;2.422;2.12;1.46;1.032;0;198.5;164.9;176.8;1009;1021;14.83;
1623627000.00000;2.451;0.006843;2.382;2.275;2.063;1.338;0.9398;0;202.6;182.3;189.9;1009;1021;14.9;
1623627600.00000;2.513;0.002095;2.44;2.051;1.861;1.488;0.9517;0;197.3;185.9;197.3;1009;1021;15.03;
1623628200.00000;2.904;0;2.836;2.372;2.318;1.894;1.447;0;186.8;185.2;180.8;1009;1021;15.02;
1623628800.00000;3.629;0.03634;3.566;2.831;2.299;1.915;1.204;0;189.8;183.9;186.8;1009;1021;14.99;
1623629400.00000;3.734;0.06577;3.672;2.928;2.213;1.521;0.9219;0;194.7;187.3;186.9;1009;1021;15.22;
1623630000.00000;3.645;0.04523;3.587;3.109;2.406;1.729;1.146;0;193.2;182.4;182.7;1009;1021;15.25;
1623630600.00000;4.024;0.08871;3.963;3.477;2.925;1.763;1.305;0;184.8;167.8;163.4;1009;1021;15.2;
1623631200.00000;4.138;0.08879;4.071;3.815;3.258;1.76;1.123;0;187.5;165.4;161.6;1009;1021;15.21;
1623631800.00000;4.308;0.08045;4.247;3.978;3.626;1.752;1.253;0;185.6;165.5;167.4;1009;1021;15.24;
1623632400.00000;4.309;0.09093;4.246;4.374;3.75;2.158;1.417;0;193.2;176.7;172;1009;1020;15.35;
1623633000.00000;5.019;0.1097;4.959;4.671;4.336;2.57;1.683;0;186.8;171.4;166.6;1009;1020;15.33;
1623633600.00000;5.303;0.1205;5.236;4.928;4.772;2.742;1.752;0;184.2;163.5;158.4;1008;1020;15.33;
1623634200.00000;5.492;0.1245;5.428;5.173;4.971;3.398;1.974;0;187.1;173.7;164.2;1008;1020;15.42;
1623634800.00000;5.763;0.131;5.701;5.609;5.2;3.628;2.249;0;185.3;171.8;165.1;1008;1020;15.5;
1623635400.00000;5.982;0.1269;5.92;5.63;5.291;3.481;2.174;0;182.7;169.6;162.8;1008;1020;15.45;
1623636000.00000;6.24;0.1486;6.188;6.537;6.373;3.448;2.128;0;176.3;163.2;163.7;1008;1020;15.33;
1623636600.00000;7.293;0.1432;7.237;7.695;6.239;3.148;1.995;0;173.2;162.8;166.8;1008;1020;15.2;
1623637200.00000;7.808;0.1344;7.741;7.856;6.466;2.68;1.669;0;171.2;158.1;163.7;1008;1020;15.25;
1623637800.00000;7.563;0.1262;7.497;7.44;6.286;2.464;1.449;0;172.3;160.7;157.2;1008;1019;15.45;
1623638400.00000;7.635;0.1098;7.582;7.137;6.268;3.369;2.158;0;173.8;161;164.1;1008;1019;15.45;
1623639000.00000;7.25;0.09906;7.203;6.404;6.075;3.547;1.988;0;176;161.9;161.7;1008;1019;15.45;
1623639600.00000;7.609;0.1129;7.56;6.989;6.116;3.08;1.908;0;174.3;159.6;158.1;1008;1019;15.45;
1623640200.00000;8.504;0.127;8.446;8.239;6.625;2.978;1.887;0;172;156.7;154.4;1007;1019;15.39;
1623640800.00000;8.407;0.1278;8.352;7.763;6.264;2.809;1.853;0;173.5;156.9;153.4;1007;1019;15.59;
1623641400.00000;8.138;0.1314;8.087;7.281;6.338;2.46;1.55;0;176.1;158;161.7;1007;1019;15.75;
1623642000.00000;7.924;0.131;7.873;7.355;6.636;2.669;1.461;0;177.4;162.5;160.6;1007;1019;15.85;
1623642600.00000;6.988;0.1416;6.933;6.879;5.759;2.898;1.69;0;178.8;163.4;164.6;1008;1019;15.87;
1623643200.00000;5.89;0.1239;5.826;6.276;5.155;2.768;1.65;0;179.2;162.9;166.5;1008;1019;15.96;
1623643800.00000;6.039;0.1187;5.977;5.695;5.029;2.265;1.641;0;181.8;160.3;169.2;1008;1019;15.95;
1623644400.00000;6.706;0.1176;6.641;5.396;4.56;2.495;1.578;0;183.1;163.8;165.8;1008;1020;16.05;
1623645000.00000;6.692;0.118;6.633;5.02;4.135;2.403;1.584;0;181.9;166;172;1008;1020;15.97;
1623645600.00000;6.905;0.121;6.846;5.008;3.979;2.383;1.667;0;180.5;169.1;166.1;1008;1020;15.82;
1623646200.00000;7.085;0.1207;7.031;5.242;4.254;2.956;2.182;0;179.7;168.1;164.5;1007;1019;15.73;
1623646800.00000;7.262;0.1382;7.201;5.371;4.171;3.017;2.134;0;179.3;167.8;162.7;1007;1019;15.6;
1623647400.00000;7.075;0.1261;7.004;5.253;3.826;2.936;2.003;0;178.9;168.9;163.8;1007;1019;15.46;
1623648000.00000;6.3;0.138;6.234;3.982;2.399;1.781;1.438;0;180.7;174.3;174.3;1007;1020;15.09;
1623648600.00000;5.722;0.1334;5.662;3.705;2.808;2.236;1.709;0;177.8;174.3;167.5;1007;1019;15;
1623649200.00000;5.735;0.1349;5.641;4.276;3.299;2.303;1.69;0;175.6;173.5;170.1;1007;1019;15.07;
1623649800.00000;6.181;0.1445;6.107;4.771;4.107;3.343;2.421;0;176.8;172.9;167.3;1007;1019;15.28;
1623650400.00000;6.392;0.147;6.322;5.595;4.79;3.92;2.648;0;174.4;172.1;169.8;1007;1019;15.5;
1623651000.00000;6.432;0.1554;6.386;5.783;4.942;3.882;2.809;0;176.6;172.9;167.2;1007;1019;15.84;
1623651600.00000;5.686;0.1341;5.652;5.088;4.819;3.975;2.64;0;181;183.8;179;1007;1019;16.29;
1623652200.00000;5.519;0.1203;5.481;5.221;4.904;4.386;2.979;0;187.6;187.7;186.5;1007;1019;16.69;
1623652800.00000;5.492;0.1306;5.433;5.463;5.252;4.169;3.148;0;189.4;192.8;188;1007;1019;16.95;
1623653400.00000;5.464;0.1145;5.404;5.199;4.989;4.434;3.198;0;191.3;193;189.9;1007;1019;17.05;
1623654000.00000;5.819;0.1174;5.782;5.65;5.33;4.657;3.504;0;192.3;197;196.6;1007;1019;17.38;
1623654600.00000;6.068;0.1043;6.017;5.825;5.586;5.162;3.947;0;195.6;205.4;204.9;1007;1019;17.7;
1623655200.00000;6.328;0.1274;6.298;6.274;5.957;5.148;3.558;0;193.9;196.4;194.6;1007;1019;18.01;
1623655800.00000;5.96;0.09414;5.883;6.02;5.865;4.308;3.04;0;196.6;196;191.5;1007;1019;18.27;
1623656400.00000;6.492;0.1199;6.455;6.216;6.212;4.91;3.425;0;194.4;194.6;190;1006;1018;18.49;
1623657000.00000;6.863;0.1271;6.812;6.795;6.532;5.16;3.498;0;191.6;194.3;192.5;1006;1018;18.61;
1623657600.00000;7.31;0.1552;7.258;7.309;7.153;5.906;4.078;0;189.3;189.6;189.2;1006;1018;18.67;
1623658200.00000;7.79;0.1457;7.765;7.846;7.862;6.92;4.82;0;191.2;196.9;194.8;1006;1018;18.91;
1623658800.00000;7.564;0.1438;7.481;7.446;7.127;6.17;4.653;0;189.2;194.9;192.3;1006;1018;19.17;
1623659400.00000;7.719;0.1302;7.665;7.656;7.156;6.263;4.473;0;189.9;195.2;191.1;1006;1018;19.45;
1623660000.00000;7.677;0.1297;7.654;7.641;7.514;6.531;4.845;0;190.2;198.1;195.4;1006;1017;19.67;
1623660600.00000;8.205;0.1448;8.159;8.169;7.839;6.447;4.419;0;188;194.8;192.9;1005;1017;19.91;
1623661200.00000;8.418;0.1143;8.393;8.254;7.771;6.686;5.142;0;193.8;202.8;202.2;1005;1017;20.04;
1623661800.00000;8.466;0.1523;8.467;8.387;8.036;6.921;5.42;0;200.8;206.2;202;1006;1017;20.19;
1623662400.00000;7.02;0.0742;6.975;6.811;6.593;6.182;5.12;0;203.6;217.8;217;1006;1018;20.41;
1623663000.00000;6.762;0.1244;6.745;6.841;6.72;6.267;5.428;0;203.7;212.7;212.1;1006;1018;20.64;
1623663600.00000;6.553;0.1188;6.528;6.368;6.109;5.618;4.7;0;204.3;210.9;209.7;1006;1018;20.71;
1623664200.00000;6.733;0.09828;6.695;6.665;6.515;5.943;4.568;0;204.5;213.1;211.8;1006;1018;20.93;
1623664800.00000;6.296;0.117;6.244;6.29;6.033;5.472;4.49;0;209.7;217.2;215.8;1006;1018;21.12;
1623665400.00000;6.019;0.09574;5.942;5.876;5.821;5.553;4.831;0;216.2;224;222.6;1006;1018;21.37;
1623666000.00000;6.645;0.1004;6.636;6.556;6.285;5.795;5.3;0;230.8;242.7;238.6;1006;1018;21.36;
1623666600.00000;6.093;0.125;6.04;5.941;5.649;5.147;4.067;0;211.8;218.4;215.7;1006;1017;21.52;
1623667200.00000;6.865;0.09048;6.819;6.878;6.577;5.837;4.366;0;200.8;206.1;204.8;1005;1017;21.67;
1623667800.00000;6.271;0.1396;6.246;6.26;6.085;5.143;4.031;0;208.7;214.5;212.9;1006;1017;21.73;
1623668400.00000;5.364;0.1037;5.285;5.374;5.217;4.837;4.418;0;225.9;236.2;232.7;1006;1017;21.91;
1623669000.00000;6.441;0.1095;6.448;6.347;6.239;5.718;4.864;0;224.7;221.1;217.3;1006;1017;22.15;
1623669600.00000;5.91;0.1047;5.887;5.763;5.577;4.94;4.326;0;222;230.9;227.4;1006;1017;22.16;
1623670200.00000;5.975;0.09487;5.958;5.771;5.615;5.15;4.69;0;225.1;229.9;227.1;1005;1017;22.29;
1623670800.00000;4.844;0.09062;4.804;4.677;4.524;4.171;3.437;0;217.2;222.1;218.9;1005;1017;22.43;
1623671400.00000;5.81;0.1055;5.8;5.597;5.387;4.996;4.377;0;229.6;242.5;239.7;1005;1017;22.59;
